GeniusName,Title,Lyrics,Artist
Lord Krisy,-,"1 Contributor- Lyrics""Euphoria"" prochain ep de Krisy accompagné d'une BD qui suit l'EPYou might also likeEmbed",Krisy
Lord Krisy,À bientôt (outro),"4 ContributorsÀ bientôt (outro) LyricsMarie Hélène : « Merci pour hier, mais je crois qu'on devrait prendre notre temps »
Krisy : « Ha ok, je comprend, il n'y a pas de problème »
Marie Hélène : «  J'espère que tu ne le prends pas mal et que ça changera rien pour toi »
Krisy : «  Non ne t'inquiètes pas, je comprends tout à fait »
Marie Hélène : «  Bonne journée Krisy »
Krisy : «  À bientôt Marie Hélène »

- De La Fuentes

Krisy : « En tout cas quelle soirée hier, quelle journée même
Ha, je ne regrette pas le rendez-vous avec Marie Hélène
Ho ma douce Marie Hélène
Mais bon, elle veut prendre son temps, je comprends
Bref
Voyons voir ce que Géraldine fait aujourd'hui »

[Touches du téléphone]
Bip
Krisy : « Allô Géraldine ? »
Géraldine : « Oui ? »
Krisy : « C'est Krisy »
Géraldine : « Ha salut Krisy »
Krisy : « Tu fais quoi aujourd'hui ? »
...You might also likeEmbed",Krisy
Lord Krisy,à la recherche du bonheur,"4 Contributorsà la recherche du bonheur Lyrics[Paroles de ""à la recherche du bonheur""]

[Intro]
J’en ai marre de faire semblant, c’est pas mon truc…

[Couplet 1]
Dis-moi où est-ce que tu t’trouves ?
Dis-moi c’que c’est l’amour ?
Mon cœur qui fait un tour
Y’a mes heures qui comptent mes jours
Combien de temps encore tu feras du cinéma ?
Combien de temps encore tu me feras du mal ?
Tu connais ma vie mes qualités mes défauts
S’il te plait prends le temps de sortir de ton clos

[Pré-refrain]
J’ai pas encore ma place donc jе travaille tous les jours pour que la joiе m’enlace
Que veux-tu que je fasse ?
J’baisserai jamais les bras, même si les temps sont durs mais je crois en cette lumière
Et j’avance peu importe ce que m’réserve la Terre
J’ai pas encore ma place
J’baisserai jamais les bras
Et j’avance peu importe ce que m’réserve la Terre

[Refrain]
Ouh qui peut m’dire qu’il cherche pas le bonheur
La route est longue pour apaiser nos coeurs
Yeah yeah
Ouh qui peut m’dire qu’il cherche pas le bonheur
La route est longue pour apaiser nos coeurs
Yeah yeah
You might also like[Couplet 2]
J’ai du café pour un tête à tête
Please, réponds présent à mon rendez-vous
J’me sens plus fort quand on parle de nous et
J’ressens ton amour quand tu me tires la joue
Et j’arrives pas à t’trouver sur les réseaux
Entre les memes et les femmes trop nnes-bo
Pour la santé je sais pas si c’est bon
J’aimerais m’noyer dans le vase de ton don

[Pont]
Mais ça va aller
Car tu es éternelle
Donc je laisse aller
J’espère juste que tu m’aimes (yeah)

[Pré-refrain]
J’ai pas encore ma place
Donc je travaille tous les jours pour que la joie m’enlace
Que veux-tu que je fasse ?
J’baisserai jamais les bras, même si les temps sont durs mais je crois en cette lumière
Et j’avance peu importe ce que m’réserve la Terre
J’ai pas encore ma place
J’baisserai jamais les bras
Et j’avance peu importe ce que m’réserve la mer
[Refrain]
Ouh qui peut m’dire qu’il cherche pas le bonheur
La route est longue pour apaiser nos cœurs
Yeah yeah
Ouh qui peut m’dire qu’il cherche pas le bonheur
La route est longue pour apaiser nos cœurs
Yeah yeah
Mais ça va aller
Donc je laisse aller
Mais ça va aller
Donc je laisse aller
Mais ça va aller…

(sonnette)
Lucy : oui ?
Krisy : hello baby ?
Lucy : qu’est ce que tu fais là ?
Krisy : J’sais qu’il est tard mais ça fait longtemps qu’j’t’avais plus vu donc…
Lucy : Pfff.. Mais j’ai cours demain, bref
Krisy : T’inquiète, on en parle en haut, j’arriveEmbed",Krisy
Lord Krisy,A Propos ‘Outro’,"4 ContributorsA Propos ‘Outro’ Lyrics[Refrain] (x4)
Je suis à propos de ça
Je te fais bouger comme Bodhisattva
Je suis à propos de ça
Je te fais kiffer la plante sativa

[Couplet]
Analyse ma technique, mon talent qui s'amplifie
Pas de panique je suis cool, souag, africain comme Yannick
Je boufe les épaules quand la vibe est bonne
Mentalité DSK et plein d'MC font les bonnes
Je cogne, mord, mais pas comme un dog
T'es love de mon flow et tu veux que je rappe plus fort
J'ai l'impression que vous aimez le raisin
Vous voulez pas lacher la grappe dans le rap belge
Alors je vais en pousser plus d'un
Ca c'est dit, j'ai des jaloux mais je vais pas çeder
J'ai l'impression d'être un disque car
Pour moi beaucoup de meuf ont CD
Dans le film, t'es décédé
J'ai le flow métal, toi t'es rouillé
Abattu comme un fou qui rêve d'avoir une femme bien roulée
Je choque toute la foule, vas-y DJ pull up
Je connais pas le flop, je m'ambiance sur du Deep Mobb
Flip flop, je crache le flow par terre et toi  tu glisse
Je repasse nettoyer ton sang avec un seau et une petite loque
You might also like[Refrain] (x4)
Je suis à propos de ça
Je te fais bouger comme Bodhisattva
Je suis à propos de ça
Je te fais kiffer la plante sativaEmbed",Krisy
Lord Krisy,​arrivée à la radio (interlude),"5 Contributors​arrivée à la radio (interlude) Lyrics[Paroles de ""arrivée à la radio (interlude)""]

[Interlude : Krisy, Mehdi Maïzi, César]

- Ouais, c’est pour quoi ?
- J’viens de la part de Marcus, y avait une session de freestyle organisée aujourd’hui
- Ah ouais ? Marcus ? Session ?
- Ouais, ouais, Marcus, ouais
- Peut-être, j’sais plus. Bon, rentrez
- Merci
- Bon, on a de la visite ! Installez-vous, les gars
- Va t'asseoir, j'm'occupe du reste, t’inquiète, fais-moi confiance
- Vas-y
- Son blaze, c’est Kris’Killer et tiens, la clé USB, y a la prod dessus
- Ok, on va commencer d’ici quelques minutes
- Voilà… C’est réglé, ça va le faire !
- Euh… Ok… Ok
- Yo, les gars, nous revoilà pour une session spéciale, il vient tout droit de Schaerbeek, il est prêt à faire du sale au micro ! Son blaze, c’est Kris’Killer !
- Quoi ?!
- T’inquiète, fais-moi confiance
- J’espère que vous êtes prêts, parce qu’il l’est, lui. T’es bon, là, Kris’Killer ?
- Euh... Ouais ! Vas-y, vas-y. Ok. Ok, okYou might also likeEmbed",Krisy
Lord Krisy,AU CLUB,"9 ContributorsAU CLUB Lyrics[Paroles de ""AU CLUB""]

[Couplet unique]
Hey, tu vises le bronze (bronze), on vise que l'or ou l'argent comme LeBron
On fait les choses à fond comme ma sœur et son logo sur le front
Pas b'soin d'prouver quoiqu'ce soit, regarde le CV, on est bons
J'ai des platines qui peuvent faire office de briques pour une maison, c'est vrai (vrai, vrai)
J'suis de ceux qui parlent et font
Dieu m'a donné l'don d'donner, j'pourrais pas mendier pour un rond
Pas b'soin d'une armoire à glace quand, dans les tiroirs, y'a les fonds
Si la distance nous sépare, y'a qu'dans mes sons qu'elle voit les ponts
Tu sais déjà qui je suis, quand je donne l'heure, ta femme me watch, hey
2021, je vois qu'le rap remplace le catch
Y'a plus trop de rimes, tant qu'le Snap' et Instagram sont propres
J'suis trop Bruxellois : j'réponds avec ""psaha"" quand tu choke (tu choke, tu choke)
Yeah, j'viens du 1.0 et 3.0
Et, si tu parles du rap belge, j'dois y être, sinon manquera des mots
On fait pas d'enfant sans un homme
On n'donne pas la vie sans une femme, j'fais aucune soirée sans du rhum
Écoute (écoute), j'mélange le rap avec le luxe
Le but n'est pas d'être méchant ou gentil, le goal est d'être juste
Quand j'roule ma bosse en solo, j'ai le smile au bec comme N'Golo
Quand j'prends le mic', je pose, j'suis pas dans l'cliché, y'a pas photo
J'suis très dur avec moi comme un jugement fait par Genono
Je compte mes erreurs de la journée avant d'faire dodo
Mon flow sème la discorde mais, pour trancher, y'a aucun modo
Sur ce son, j'attends pas d'pogo ; sur le polo, y'a le logo
(LeJeune Club) Aucun refrain, j'y vais Jadakiss
J'remplace ma bouche par le sexe : quand j'l'ouvre, j'suis père de quatorze fils (yes)
J'suis dans ma planque, toujours entouré d'belles plantes
Mes gars m'appellent ""Chris"", ""Krisy"" ou ""Le Botaniste""
Ou bien ""Dracula"", j'marque les anales et j'marque les cous
Mon équipe vient d'la Belgique mais, dans mon crew, pas d'Marc Dutroux (-troux, -troux)
Hey, paroles profondes qui viennent de l'âme
Si j'ai un souhait, là, tout de suite, c'est d'arrêter qu'on drogue les dames
You might also like[Outro]
Un sujet important parmi tant d'autres. Mais vous êtes fous d'faire ça ou quoi ? Mmh
Allô ?Embed",Krisy
Lord Krisy,Aucune émotion,"15 ContributorsAucune émotion Lyrics[Intro]
De La Fuentes

[Refrain]
J'suis pas prisonnier de mes pensées
J'réfléchis une fois avant d'me lancer
Mon esprit moi, j'le fais danser
Mes mouvements ne sont pas toujours sensés
J'suis pas prisonnier de mes pensées
J'réfléchis une fois avant d'me lancer
Mon esprit moi, j'le fais danser
Mes mouvements ne sont pas toujours sensés

[Couplet 1]
Mystérieux comme l'oncle Fétide
J'ai passé l'âge de coller vos petites (coller la petite)
J'viens pas nager dans vos flows car j'aime pas les requins et je déteste les otites
J'navigue mon bateau comme Poutine
Mes enfants à l'abri, ma femme dans la cabine
J'protège mes arrières comme Kylie
Ma peau vient du Zaïre africain Desailly, (Hey, hey, haha lol)
Là j'rigole tout seul sais tu pourquoi ? (Haha, bien joué)
Car j'm'imagine en concert en voyant toute la foule backer mon rire, (haha, bien joué)
J'suis isolé, très loin d'une vie de chien
Je fais mon taf, je vois plus trop les miens
On m'voit en rue mais je ne discute pas
J'connais mon chemin, j'écoute pas les voix
You might also like[Pont]
Hey
Écoute moi, c'est ta conscience qui te parle, je t'autorise à faire du sale
Je sais qu'ce n'est pas dans ta nature mais l'humain n'hésite pas à nous faire du mal
Écoute moi, c'est ta conscience qui te parle, je t'autorise à faire du sale
Je sais qu'ce n'est pas dans ta nature mais l'humain n'hésite pas à nous faire du mal

[Refrain]
(Aucune émotion)
J'suis pas prisonnier de mes pensées
J'réfléchis une fois avant de m'élancer
Mon esprit moi, j'le fais danser
Mes mouvements ne sont pas toujours sensés
(Aucune émotion)
J'suis pas prisonnier de mes pensées
J'réfléchis une fois avant de m'élancer
Mon esprit moi, j'le fais danser
Mes mouvements ne sont pas toujours sensés
Aucune émotion, aucune émotion, aucune émotion
Aucune émotion, aucune émotion, aucune émotion

[Couplet 2]
Très peu bavard comme Mister Bean
Mon visage fait l'office d'un emoji, (lol)
Double point parenthèse smiley, (hey)
J'suis pas plus méchant qu'un de vos OG, (vrai)
J'mangeais tout seul à la cantine
J'observais les gestes et les fesses de leurs copines, (confession)
Ennuyeuse était la routine donc j'ai quitté l'école pour chercher mes racines
J'ai déterré des choses qui m'attristent en Belgique les ministres ont des passés d'actrice, (real talk)
Rien de méchant juste un constat, j'suis l'enfant qui dérange comme Morhange des Choristes, (Pierre)
J'regarde devant moi les mains dans les poches, j'entends des copies se dire artistes, (oui oui)
Leur bouche une Kalash mais quand je les écoute, j'arrive à trouver les armes factices
[Pont]
Hey
Écoute moi, c'est ta conscience qui te parle, je t'autorise à faire du sale
Je sais qu'ce n'est pas dans ta nature mais l'humain n'hésite pas à nous faire du mal
Écoute moi, c'est ta conscience qui te parle, je t'autorise à faire du sale
Je sais qu'ce n'est pas dans ta nature mais l'humain n'hésite pas à nous faire du mal

[Refrain]
(Aucune émotion)
J'suis pas prisonnier de mes pensées
J'réfléchis une fois avant de m'élancer
Mon esprit moi, j'le fais danser
Mes mouvements ne sont pas toujours sensés
(Aucune émotion)
J'suis pas prisonnier de mes pensées
J'réfléchis une fois avant de m'élancer
Mon esprit moi, j'le fais danser
Mes mouvements ne sont pas toujours sensés
Aucune émotion, aucune émotion, aucune émotion
Aucune émotion, aucune émotion, aucune émotion

[Pont]
Hey
Écoute moi, c'est ta conscience qui te parle, je t'autorise à faire du sale
Je sais qu'ce n'est pas dans ta nature mais l'humain n'hésite pas à nous faire du mal
Écoute moi, c'est ta conscience qui te parle, je t'autorise à faire du sale
Je sais qu'ce n'est pas dans ta nature mais l'humain n'hésite pas à nous faire du mal2Embed",Krisy
Lord Krisy,"​au revoir, lucy","4 Contributors​au revoir, lucy Lyrics[Paroles de ""au revoir, lucy""]

[Intro]
(Lucy: J’ai cours demain)
Yeah

[Couplet 1]
J’t’écris cette lettre en espérant t’éloigner de mes soucis
J’suis assis à table en tête à tête avec une bougie
J’me tourne les cheveux, est-ce que je fais le bon choix c’coup ci ?
Mon but n’est pas de te blesser ma petite Lucy
Tout d’abord j’espère que tu vas bien, moi ça va
Regarde dans le four, j’ai fait un plat pour digérer cette fin
Oui, j’l’annonce comme ça, j’tournerai pas autour du pot
Sache que l’amour sera moche si j’suis là que pour faire le beau
En plus de ça, j’apprécie vraiment pas tes copines, elles te tirent que vers le bas
Tu sais pas nager mais saute dans la piscine
J’te quitte car tu m’vois pas souvent, j’sais qu’c’est dur
Tu vois des yeux sur le plafond, des oreilles sur les murs

[Pré-refrain]
Attends, j’allume une clope, je cherche à trouver les bons mots
Pour m’aider, j’ai mis du Julio juste en arrière fond
Ma tête me dit qu’il faudrait juste qu’on fasse une pause
Mais mon cœur me dit qu’il voudrait savoir quelque chose, genre…
You might also like[Refrain]
Est-ce qu’elle pensera à moi ? Quand j’serais plus là ?
Est-ce qu’elle pensera à moi ? Quand j’serais plus là ?

[Pont]
Yeah (tududutududu)
Yeah (tududutududu) (Quand je serais plus là)
Yeah (tududutududu)
Yeah (tududutududu) (Quand je serais plus là)

[Couplet 2]
Yeah
Tu m’oublieras, pour ça, t’inquiète pas, j’me fais pas de bile
Tu n’seras pas toute seule, tu n’seras pas une île
J’suis pas fragile mais franc quand il s’agit d’une vie
Je quitte la tienne mais c’est loin d’tomber dans l’oubli
Je reste droit et bombe le chest, yeah
Je prie le soir pour qu’tu sois blessed, yeah
Ma feuille s’transforme, devient confess ay
Rester je veux mais faut qu’j’te laisse
J’suis à la fin d’ma lettre, j’sais plus trop quoi mettre
J’aurais voulu te voir même derrière la fenêtre
J’m’en vais d’ici cinq minutes, la raison me prend
Lis mes dires comme si c’était des sentiments

[Pré-refrain]
Attends j’allume une clope, je cherche à trouver les bons mots
Pour m’aider, j’ai mis du Julio juste en arrière fond
Ma tête me dit qu’il faudrait juste qu’on fasse une pause
Mais mon cœur me dit qu’il voudrait savoir quelque chose, genre…
[Refrain]
Est-ce qu’elle pensera à moi ? Quand j’serais plus là
Est-ce qu’elle pensera à moi ? Quand j’serais plus là

[Pont]
Yeah (tududutududu)
Yeah (tududutududu) (Quand je serais plus là)
Yeah (tududutududu)
Yeah (tududutududu) (Quand je serais plus là)

Krisy : Hein ? Mais j’connais c’bonnet ! Quoi ?
(César : T’sais bien que je l’enlève que quand j’baise gros)
(Krisy : T’as pas ton bonnet là ? T’as sûrement dû l’oublier chez une de tes conquêtes hein?)
(Lucy : Je me sens délaissée)
(César : J’ai pas pu t’accompagner à tes dernières dates de concert, j’avais autre chose à régler…)Embed",Krisy
Lord Krisy,Balade au parc,"9 ContributorsBalade au parc Lyrics[Couplet 1 : Krisy]
Eh, je me pose au parc avec pretty girl
Dans son sac à main j'ai mis la liqueur
Elle parlera plus chinois tout à l'heure
J'la ferai mieux chanter que Jenifer
J'y vais simplement comme tartine au beurre
Je suis le mouchoir qui attrape ses pleurs
Regarde ses pieds dis-moi si tu les vois
Tu verras rien car je jette trop de fleurs
Écoutez mes paroles y a des disquettes
Je propose des rendez-vous pour faire la sieste
Ou faire l'amour, dans une pièce secrète
Elles s'en foutent des cadeaux elles préfèrent le geste
À part si tu tombes sur une petite peste
Là je t'encourage à reprendre ta veste
Avant de partir dans son verre, met des pièces
Cordialement, signé De La Fuentes

[Couplet 2 : Krisy]
Eh, je me prépare pour un petit apéro
Sur la table du vin blanc avec saucisson
J'suis bien éduqué il n'y a pas d'autre raison
Au dixième rendez-vous je dis pas : ""Te amo""
Coupe mes veines, sens mon sang il est chaud
J'représente le bonheur de sa météo
N'aies pas peur de lui dire ce que tu penses
N'aies pas honte de montrer que tu danses
J'rentre dans son esprit j'y met de l'ambiance
J'parle à son cœur avec élégance
À vrai dire je ne fais pas tant d'effort
Les femmes m'appellent ""homme""
Les hommes m'appellent ""chance""
Je regarde d'abord visage avant les tchouchs
Même si dans ma tête j'imagine les tte-ch'
Elle observe l'amour qui sort de ma bouche
Je pourrais la fasciner en parlant dutch
You might also like[Couplet 3 : Krisy]
Eh, après l'heure je m'occuperai de son cas
J'ai l'en-cas qui pourrait remplir son chat
Je suis gentleman qu'avec celles qui méritent
En fait celles qui méritent pas je les côtoient pas (fuck)
Elle me regarde avec le sourire
J'compte la protéger comme si j'étais Moundir
Avec moi elle peut mettre son jogging
Mais c'est pas pour autant qu'elle me fera courir
Elle m'appelle déjà Krisy chéri
Et voudrait déjà savoir ce que j'ai prévu pour cette nuit
Tu verras ma lady
Mais pour l'instant je garde le secret comme l'avenir fait Mélanie
J'ai hâte de passer à la suite
Mais je parle pas d'hôtel
Faudrait pas qu'elle s'emballe (no, no)
On retourne à la caisse on y va
Car j'ai réservé un truc avant le finalEmbed",Krisy
Lord Krisy,Belle,"15 ContributorsBelle Lyrics[Intro : Version Audio]
Yeah, hey
On entend même le plancher du stud, my nigga for real
Mais la vie est belle
On est le 20 septembre, 3 heures du matin
J'entends que Neymar s'embrouille avec Cavani
Que les anges sont partis en vacances
Hahaha

[Intro : Version Clip]
Yeah, y a toujours le bruit du plancher
Incroyable, cette fois-ci on est le 25 décembre
Joyeux Noël à tout le monde
Que Dieu vous bénisse, la vie est toujours belle
Hahaha

[Refrain]
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même

[Couplet 1]
Hey, j'ai tellement de choses à dire, tellement de proses
Mais pour l'instant j'suis posé, j'suis cozy (Yes)
J'prépare mon album, j'suis assis
Ne te fais pas d'Bill, ne te fais pas de Cosby
J'me balade sur Twitter, j'aperçois mon prénom et comme Alpha Wann j'réponds : ""sisi""
J'suis dans la cabine j'bois un Smoothie
J'regarde le ciel, j'me dis : ""merci, j'suis béni"" (Amen)
J'parle de moi car j'connais pas trop les autres
Et puis à quoi ça sert ?
Mis à part provoquer c'qu'on appelle ""guerre""
J'préfère les plantes en dehors que dans serres
Rabaisser mon prochain, j'sais plus comment faire
L'élever vers le haut, c'est ma mission sur Terre (Yeah)
Santé (hey), le temps c'est d'l'argent, mes CD ne coûtent vraiment pas cher (hey hey)
You might also like[Pré-refrain 1]
Woah, j'me dis qu'la vie est belle...
Si tu penses que t'as une vie d'merde
Écoute ce son et dis-toi que la vie est belle for real
Woah, j'me dis qu'la vie est belle...
Skidiki-pap-pap!
Pu-pu-pu (Hahaha)

[Refrain]
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même

[Couplet 2]
Yeah, hey
J'parlerai pas de c'que j'ai pas (No)
Et j'parle encore moins de c'que j'ai
Mes quelques petits bouts de papier, envoient plusieurs d'entre vous voyager (Real talk)
Écoute ma voix avant de dormir ou avant de voir la femme que tu vas sentir (Vrai)
J'vous cache pas que j'viens de le faire
Elle sent bon j'vais pas vous mentir (Hey!)
J'rêve de faire un film et souvent mes rêves deviennent réalité
On vit qu'une fois donc je m'suis fait à idée
Qu'à part la mort personne pouvait m'arrêter (Yeah, pow)
J'allume une clope, mon verre je sirote, Calvin Milly Rock
J'suis pas dans le rap game, j'suis posé chez moi les deux mains dans le froc
(Yeah yeah yeah)
[Pré-refrain 2]
Woah, j'me dis qu'la vie est belle...
Et si tu penses que personne t'aime
For real, c'est qu'tu m'connais pas yeah
Woah, j'me dis qu'la vie est belle...
And the shit goes ""Skidiki-pap-pap!"" (Hahaha)


[Refrain]
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même
Woah, j'me dis qu'la vie est belle quand avec toi tu restes toi-même4Embed",Krisy
