GeniusName,Title,Lyrics,Artist
Mihaja Ramiarinarivo,187,"11 Contributors187 Lyrics[Couplet 1]
Oméga, bêta, oméga, yonkee, tout est carré, tout est ok
Dans l'trafic, toi, s't'es te-bê, 22 viendra toquer six o’clock
Tu risques d'être choqué, j'lui brise la schnek
Un joint d'paki, elle m'suce la queue, chargeurs, glock pleins comme cup
Tout l'monde est coupable mais personne sait qui j'suis
J'suis avec l'équipe, j'mélange liquide, blanche comme Iggy
Belek au bigo c'est lui la pookie
Si j'pointe sur oi-t, tu danses le dougie et j'pète le doobie, tout l'monde va sauter

[Refrain]
Tout l’monde va sauter
Sauter, sauter, sauter, sauter
Tout l’monde va sauter
Sauter (wow), sauter
Chargeurs, glock pleins comme cup
Tout l’monde va sauter, sauter

[Couplet 2]
On pull up, pull up, pull up, j'suis fonce-dé à mort, donc j'te cala pas
J’entends pas d'chiffres sortir de ta boca, alors va là-bas, va là-bas, va là-bas
J'suis sur le boulevard avec les délinquants
Mon doigt et ta chatte font un sale feat, que d'la saleté
Rap FR, j'aperçois qu'des fellations, on a de quoi rendre tes pupilles dilatées
""Y'a pas mieux que toi"" me redit la tain-p', j'peux pas t'marier, ta chatte sent le tilapias
Même si je l'ai kill un peu beaucoup, mon ambition bâtir un empire comme Bonaparte
Des négros fonces-dé, des pétasses à oil-p dans l'appart', si tu baises pas j'te conduis à la porte
You might also like[Refrain]
Tout l’monde va sauter
Sauter, sauter, sauter, sauter
Tout l’monde va sauter
Sauter (wow), sauter
Chargeurs, glock pleins comme cup
Tout l’monde va sauter, sauter

[Couplet 3]
Tout est black, fourni tous les shlags
Rouler bomboclat, requins dans la flaque
Mielleux dans le flash, c'est d'jà mouillé quand je slide
Matte c'que j'ai roulé, tu veux fly ?
Blunt gros comme un nem, stunt en ""i"" on aime
J'ai d'la colombienne, olyphénomene, j'rappe la vie qu'on mène
J'connais plus ton name, j'pense qu'à cette feuille
J’veux des millions d'elle, que pour s'papier
J'sors le pe-pom, tout l'monde crie ""gadem""

[Refrain]
Tout l’monde va sauter
Sauter, sauter, sauter, sauter
Tout l’monde va sauter
Sauter (wow), sauter
Chargeurs, glock pleins comme cup
Tout l’monde va sauter, sauter1Embed",Oboy
Mihaja Ramiarinarivo,200,"8 Contributors200 Lyrics[Paroles de ""200""]

[Intro]
Eh, oh, oh

[Couplet 1]
Pénard, j'roule un doré puis un deuxième dans la foulée
J'charbonne full et à tous les coups, j'l'ai affolé
Ici, rien n'est rose, rien qu'elle prend des taz, rien qu'ça vend des doses
Elle veut beuh-beuh dans ma ste-v', elle veut tirer dans ma skunk (skunk)
On a grillé tous les stops, tu m'parles pas 'seille donc tu m'intéresses pas (no)
J'a-j'allume feu-feu, j'pense à FeFe donc j'revends CC (coco)

[Pré-refrain]
Maman a taffé hard pour qu'on soit à-l (ouh ouh)
Maintenant, faut qu'j'fasse un max pour qu'on s'en aille (ouh ouh)
Tôt sur le rain-ter donc j'me lève tôt (j'me lève tôt)
J'voulais la Phantom, quitter l'bendo (le binks)

[Refrain]
Tard la night (tard le soir), j'roule à 200 (j'roule à 200)
J'fume l'intersidéral (j'fume la kush) et j'bois ma potion (j'bois ma potion, j'bois ma potion)
Sur un rythme dansant, les négros ont l'seum mais j'récup' sourire comme ça
J'ai-j'ai-j'ai du sirop dans l'sang, les négros ont l'seum mais j'récup' sourire comme ça (et j'récup' sourire comme ça)

[Couplet 2]
Pénard, j'roule un troisième puis un quatrième dans la foulée
J'charbonne full et j'm'en bats les couilles, ça l'a saoulé
Ici, rien n'est rose, j'pense qu'aux dineros (au cash)
J'plane comme Pilatus, c'est le bifton ou les 'tasses (le cash)
9 milli, les fait danser, trouve-nous dans l'side en train d'manigancer
Bénéfice plus mais c'est plus risqué (c'est pire), j'mets une distance parc'qu'ils sont mystiques
You might also like[Pré-refrain]
Maman a taffé hard pour qu'on soit à-l
Maintenant, faut qu'j'fasse un max pour qu'on s'en aille (un max de blé)
Tôt sur le rrain-té donc j'me lève tôt (j'me lève tôt)
J'voulais la Phantom, quitter l'bando (le binks)

[Refrain]
Tard la night (tard le soir), j'roule à 200 (j'roule à 200)
J'fume l'intersidéral (j'fume la kush) et j'bois ma potion
Sur un rythme dansant, les négros ont l'seum mais j'récup' sourire comme ça
J'ai-j'ai-j'ai du sirop dans l'sang, les négros ont l'seum mais j'récup' sourire comme ça (et j'récup' sourire comme ça)

[Outro]
Maman a taffé hard pour qu'on soit à-l
Maintenant, faut qu'j'fasse un max pour qu'on s'en aille
Tous sur le rrain-te donc j'me lève tôt
J'voulais la Phantom, quitter l'bendoEmbed",Oboy
Mihaja Ramiarinarivo,31 Bitch,"7 Contributors31 Bitch Lyrics[Intro]
OlySide, OlySide

[Couplet 1]
J'la fourre sans impunité
Dans mon crâne j'possède une équipe
Dans la tête je n'ai qu'une idée
On n'attend pas opportunité
Mes cow-boys sont arrogants
Les dièses deviennent anodins
Il suffirait d'un rebond, pour toucher leur fond
Je fume comme un stony, je roule comme un Tony Hawk's
En miettes seront leurs pussy, en le-le, seront sous le choc
9 double M pointé sous la gorge
J'viens du bas j'm'éteindrai dans la Porsche
J'prends ton avis et je me torche, fallait que tu le saches
J'suis postiché sur le couch

[Refrain]
Homie à côté de moi, peu-stu à côté de moi
J'veux des illet-bi à côté de moi, 31 bitchs pour combler le mois (x4)

[Couplet 2]
J'vais m'remplir les poches
Ta pétasse sur le couch
Le négro est auch'
Et j'voulais qu'tu sache
Si tu ne roules pas avec moi tu finiras fauché
Mais qu'est-ce que ces négros m'racontent
La discussion a lieu seulement si ça rapporte
J'me demande comme il s'y prend pour l'élever de la sorte
Man, je les mène
T'es une pute et tes potes c'est la même
Dans le thème si tu touches à ma team moi je finis ta reum'
Mama et mes negro d'abord
Le negro est vrai jusqu'à la mort
Ils s'font des films, mais j'suis faux-raccord
Et ces bitches en re-veulent, en re-veulent encore
You might also like[Refrain]
Homie à côté de moi, peu-stu à côté de moi
J'veux des illet-bi à côté de moi, 31 bitchs pour combler le mois (x4)Embed",Oboy
Mihaja Ramiarinarivo,Air tlanta,"5 ContributorsAir tlanta Lyrics[Paroles de ""Air tlanta""]

[Intro]
Yeah, yeah
Yeah, yeah
Ah, ah, ah
Ah, ah, ah

[Couplet 1]
Je navigue mais j'suis pas en mer (oh, oh)
Équipage bre-som, ça date pas d'hier (oh, oh)
Yeah, milliers d'kichtas pour ma mère (kich')
Tellement froid qu'j'mets une chapka sur mon cœur
Capuché dans le fer, j'suis comme toi mais j'suis différent (différent)
Y a pas meilleur sur mon terrain, ça pue la beuh, le teh (la beuh, le teh)
C'est les cités, c'est la R, ça sent pas l'Guerlain (c'est la R)
Tu m'envies mais bâtard, tu fais R

[Pré-refrain]
Tu m'envies, j'prends l'avion
Plus novice, j'suis dedans à fond
La tchop est remplie d'stupéfiants, j'reste à l'affût
En c'moment, j'ai l'impression qu'j'ai l'œil de fou

[Refrain]
Ils parlent sur moi mais moi, j'les connais pas
J't'ai donné ma confiance en bon état
Donc s'te-plaît, pour ton bien, ne me déçois pas
Ça braque, ça deal comme à Atlanta (tou-touh)
Baby, c'est tout pour la money
You might also like[Post-refrain]
Tu m'jettes l'œil, j'suis dans l'avion, troisième doigt, j'mets en avant
Pour le mois, j'veux un million, gamos full up, c'est l'minimum, non, non, non, non

[Couplet 2]
V8 minimum (minimum), le bolide vient d'Allemagne (yeah, yeah)
Pas l'choix : que la gagne (que la gagne), j'suis plus trop dans la zone (non, non)
Eux, de loin, que ils zooment (que ils zooment), j'sais qu'ils ont grave le seum
C'est des schneks, pas des hommes (des schneks), ils la prennent dans le ze-n, yeah (yeah, yeah)
Baby, j'suis fidèle qu'à mes frères (yeah, yeah), Gucci TN, des fois, en Moncler, ouais (Moncler)
La nuit, sous pét', j'éteins les phares (la nuit, sous pét'), yeah
La nuit, sous pét', vision moins claire

[Pré-refrain]
Tu m'envies, j'prends l'avion
Plus novice, j'suis dedans à fond
La tchop est remplie d'stupéfiants, j'reste à l'affût
En c'moment, j'ai l'impression qu'j'ai l'œil de fou

[Refrain]
Ils parlent sur moi mais moi, j'les connais pas
J't'ai donné ma confiance en bon état
Donc s'te-plaît, pour ton bien, ne me déçois pas
Ça braque, ça deal comme à Atlanta (tou-touh)
Baby, c'est tout pour la money
[Post-refrain]
Tu m'jettes l'œil, j'suis dans l'avion, troisième doigt, j'mets en avant
Pour le mois, j'veux un million, gamos full up, c'est l'minimum, non, non, non, non1Embed",Oboy
Mihaja Ramiarinarivo,Alpha,"11 ContributorsAlpha Lyrics[Paroles de ""Alpha""]

[Couplet unique]
Elle voulait qu'on s'allie, postés sur la lune, on a grandi dans les flammes
Provoque l'incendie, elle m'a rappelé toute la nuit, mais mon cœur n'a plus de bat'
Les fils de tain-p' veulent qu'on s'éteigne ouais, ouh
Que j'me mette bien, c'est ça qu'ils craignent, yeah, ouh
Orifice de leur mère, c'est ça l'thème, eh
Y aura pas d'paix tant qu'il n'y a pas d'seille, eh
J'roule aux heures tardives, j'cours après l'bif
Me cherche pas quand j'pète ma 'teille, yo
Drogue et passion, j'sais qu'c'est pas sain
J'ai l'antidote dans la feuille, yo

[Refrain]
Donc j'brûle le cannabis, j'vide le Hennessy
Tu veux qu'j't'accorde plus de time, ouais (et non)
Avec des collègues de ma ville, fonce-dé dans l'Audi
Me cherche pas quand j'pète ma 'teille, ouais (et non)
Et elle m'demande si j'suis sah, et que si c'est ça
À la fin du movie, bah, tu finis seul (non)
Ma grand-mère prie pour moi, maman s'fait du souci
Faut qu'j'pète la somme qui fera qu'on s'en aille
Drogue et passion, j'sais qu'c'est pas sain, mais c'est pas simple
J'roule ma massa, on est plusieurs dans cabeza
J'aime le binks donc le quitter, c'est pas si simple
Faut qu'j'pète la somme qui fera qu'on s'en aille
You might also like[Pont]
J'roule aux heures tardives, j'cours après l'bif
Me cherche pas quand j'pète ma 'teille, yo
Drogue et passion, j'sais qu'c'est pas sain
J'ai l'antidote dans la feuille, yo
Ouh, ouh

[Refrain]
Donc j'brûle le cannabis, j'vide le Hennessy
Tu veux qu'j't'accorde plus de time, ouais (mais  non)
Avec des collègues de ma ville, fonce-dé dans l'Audi
Me cherche pas quand j'pète ma 'teille, ouais (et non)
Et elle m'demande si j'suis sah, et que si c'est ça
À la fin du movie, bah, tu finis seul (non)
Ma grand-mère prie pour moi, maman s'fait du souci
Faut qu'j'pète la somme qui fera qu'on s'en aille
Drogue et passion, j'sais qu'c'est pas sain, mais c'est pas simple
J'roule ma massa, on est plusieurs dans cabeza
J'aime le binks donc le quitter, c'est pas si simple
Faut qu'j'pète la somme qui fera qu'on s'en aille3Embed",Oboy
Mihaja Ramiarinarivo,Aqua86,"4 ContributorsAqua86 Lyrics[Paroles de ""Aqua86""]

[Intro]
Han, han, han
Sur l'A86
Han, han, han
Han, han, han
Han, han, han

[Couplet 1]
Sur l’A86, sous peugeuf, mes sentiments font qu'rétrécir (yeah)
Elle m'demande sans arrêt pourquoi je crie ""sheesh"" ? (sheesh)
Toute l’équipe se porte bien donc j'peux qu'apprécier
Meilleur joueur d'la saison, toujours le même, j'peux pas ger-chan
Rappelle-toi, té-ma l'ascension, j'ai pris son num', j’l’ai d'jà effacé
J’suis beaucoup mieux sans ça, t'façon
Balade, Urus mode Corsa, j'accélère, j'me crois dans Forza
J’suis en soum, j'me mêle d'mes ffaires-a, j'les mets tous ccord-d'a
Ils font pas d'thunе même si ils font l'zgah, substances qu'on fonscar
Provenancе du roc-Ma, personne n'allume, on ramasse tout, on s'barre (touah)
Personne n'allume, on ramasse tout, on s'barre, mon pote, on peut t'allumer si t'es trop stoc-ma
Ça m'appelle en inconnu, normal qu'j'réponds pas, ça m'appelle en inconnu

[Refrain]
Sur l'A86, j'sais qu'le chemin sera long (j'sais qu'le chemin sera long)
Que des trois points, switch (sku, sku), meilleur joueur d'la saison (switch)
Par la fenêtre, ses cheveux dans l'vent (oh)
Mon fer, ma queue, mon schlass sur moi (yeah)
Même si tu t'fâches, t'façon, c'est mort (même si tu t'fâches, t'façon, c'est mort)
Fonce-dé sur l'A86, j'ridais solo (j'ridais solo)
J'ai remonté toutes les vitres, on s'croirait sous l'eau
You might also like[Couplet 2]
J'ai remonté toutes les vitres, j'suis miellé, j'fly dans l'vide
Elle m'dit : ""Ça va trop vite"" mais moi, ça m'va très bien
Un gun, Akrapovic, ça peut aller trop vite
Dans les virages, elle s'agrippe, on bosse dur, j'suis crevé
Ils m'jettent des piques, j'peux pas crever, si tu m'aimes pas, c'est pas grave
On claque tout, on s'refait, en vrai, faut coffrer ça
Merci pour les travaux, meilleur buteur de la saison
Merci pour les travaux, j'remonte les vitres, c'est une fusée

[Refrain]
Sur l'A86, j'sais qu'le chemin sera long (j'sais qu'le chemin sera long)
Que des trois points, switch (sku, sku), meilleur joueur d'la saison (switch)
Par la fenêtre, ses cheveux dans l'vent (oh)
Mon fer, ma queue, mon schlass sur moi (yeah)
Même si tu t'fâches, t'façon, c'est mort (même si tu t'fâches, t'façon, c'est mort)
Fonce-dé sur l'A86, j'ridais solo (j'ridais solo)
J'ai remonté toutes les vitres, on s'croirait sous l'eau

[Outro]
Sur l'A86, chemin sera long
Meilleur joueur d'la saison
Par la fenêtre, ses cheveux dans l'ventEmbed",Oboy
Mihaja Ramiarinarivo,Ariel,"6 ContributorsAriel Lyrics[Paroles de ""Ariel""]

[Intro]
Yeah, yeah

[Couplet 1]
Five, Chanel, toutes les gos veulent s'habiller comme elle
Monte dans l'fer, j't'emmène, aquarium de fumée, elle ressemble à Ariel
Joints d'peugeuh, j'fais que d'enchaîner, c'est pas grave si toutes ces bitchs te voient en che-lou
J'm'occupe de toi d'vant la lune quand j'aurais fini, on veut juste quittеr la map donc on s'met khalé
Bébé m'apaise, ma money m'appеlle donc on s'voit à peine, yeah
C'est tout pour l'papel, la musique, le binks donc on s'voit à peine, yeah

[Pré-refrain]
Ouais, ouais, une 'teille et d'la kush, elle est léwée
Et j'suis allumé, elle y est pour quelque chose, bah ouais

[Refrain]
Un soir dans Bériz, un verre d'Dom Pérignon
À fond sur l'périph', j'm'arrête pas, ils vont m'verbaliser
On les baise poliment, ma baby fait des sous
Elle s'noie la nuit pour oublier, ces bâtards l'ont déçu
Elle m'appelle, elle rappelle, j'réponds pas, yeah, yeah
J'noie ma peine, dans la 'teille, quand on s'voit, yeah, yeah

[Couplet 2]
En soum, elle vit sa best life, story privée Insta', impossible de la dislike
Elle veut qu'j'la balade dans le S-Line sur le boulevard Haussmann mais sur moi, j'ai du tos-ma (sur moi, j'ai du matos)
Dehors, on est bousillés, on serait prêt à faire un tas de dingueries pour v'-esqui la hess
Graines de café, j'porte pas d'VVS, tu m'appelles tout l'temps, t'es jamais rassasiée
You might also like[Pré-refrain]
Ouais, ouais, une 'teille et d'la kush, elle est léwée
Et j'suis allumé, elle y est pour quelque chose, bah ouais

[Refrain]
Un soir dans Bériz, un verre d'Dom Pérignon
À fond sur l'périph', j'm'arrête pas, ils vont m'verbaliser
On les baise poliment, ma baby fait des sous
Elle s'noie la nuit pour oublier, ces bâtards l'ont déçu
Elle m'appelle, elle rappelle, j'réponds pas, yeah, yeah
J'noie ma peine, dans la 'teille, quand on s'voit, yeah, yeah

[Pont]
Yeah, yeah
Yeah, yeah

[Refrain]
Un soir dans Bériz, un verre d'Dom Pérignon
À fond sur l'périph', j'm'arrête pas, ils vont m'verbaliser
On les baise poliment, ma baby fait des sous
Elle s'noie la nuit pour oublier, ces bâtards l'ont déçu
Elle m'appelle, elle rappelle, j'réponds pas, yeah, yeah
J'noie ma peine, dans la 'teille, quand on s'voit, yeah, yeah

[Outro]
Yeah, yeahEmbed",Oboy
Mihaja Ramiarinarivo,Armada,"7 ContributorsArmada Lyrics[Paroles de ""Armada""]

[Intro]
Yeah, yeah, yeah

[Couplet 1]
Grosse kich' (grosse kichta), belek, le bruit du moteur peut t'brusquer (aïe, aïe, aïe, aïe)
Pourquoi tu m'racontes ta vie ? Je rompish (j'nehess)
J't'arrange normal que si t'es mon broski (t'es mon broski)
Trois heures du tin-ma, j'pull up, la dégaine est terrible (terrible)
La beugeuh est terrible, normal tu tousses, impossible d'atterrir (normal tu tousses)
J'ai fait la tchasse, elle fait la 'tasse, sa poto est terrible (terrible)
Faut pas qu'elle le sache si j'me la tape sinon c'est pas carré (sinon c'est pas carré)
Grosse kich' qui gifle ton nez

[Refrain]
Regarde-moi bien (grosse kich', kich', kich')
Qu'est-ce qu't'as ? (Qu'est-ce qu't'as ?) Grosse gifle, tu m'remets bien (grosse gifle, tu m'remets)
Kichta (kichta), elle aime trop la bringue (elle aime trop ça)
Que ça, no blehni ou rien (no blata, no blata, yeah, yeah, yeah)

[Couplet 2]
Elle aime trop ça, c'est un prestige, elle a un karr trop sale
J'ai le vertige même si j'suis bien au sol
Mais que veulent-ils ? Ils vont rafale personne
Regarde-moi bien, dans la sacoche, y a une armada (yeah, yeah)
Mets les points, switch tah LeBron James (switch)
Textile Palm Angels, clé dans l'contact, j'démarre l'engin
T'es piquée, starfoullah, nouvelle starfuckeuse, t'es une Sheitana
Elle enchaîne les ballons, les sacs, les talons, tu tombes dans l'panneau
Kich' multicolores (kichta, kichta), j'les vois derrière mes Dita : regarde-moi meilleur (oh, ouais)
Igo, tu m'fais perdre du temps
You might also like[Refrain]
Regarde-moi bien (grosse kich', kich', kich')
Qu'est-ce qu't'as ? (Qu'est-ce qu't'as ?) Grosse gifle, tu m'remets bien (grosse gifle, tu m'remets)
Kichta (kichta), elle aime trop la bringue (elle aime trop ça)
Que ça, no blehni ou rien (no blata, no blata, yeah, yeah, yeah)

[Outro]
Regarde-moi bien
Dans la sacoche, une armada
Hermano, ça sert à rien d'faire la mafia
Trois heures du sbah, au fond du VIP, j'lève mon verre, mon zder
Yeah, yeah, yeah
Trois heures du sbah, au fond du VIP, j'lève mon verre, mon zder
Regarde-moi bien (yeah, yeah, yeah, yeah, yeah, yeah)
Elle aime trop la bringue (kich', kich', kich')
No blehni ou rien, que ça, que ça (yeah, yeah, yeah)Embed",Oboy
Mihaja Ramiarinarivo,Avec toi,"18 ContributorsAvec toi Lyrics[Paroles de ""Avec toi""]

[Intro]
Dans la caisse, déshabille-toi dans la caisse
J'ai d'la ppe-fra dans ma veste, on a grandi dans la hess
J'ai des pensées pour toi, trouvé du temps pour toi
Trouve-moi à minuit, j'ai souvent d'l'insomnie
Souffle ça quand j'conduis, viens, on roule seuls dans la ville

[Couplet 1]
Monte dans la caisse, viens, on s'barre quelqu'part dans l'Est
J'ai d'la poudre quelqu'part dans ma veste
Et j'fuis les 22 comme la peste, eh
Tue l'ennui, j'veux qu'on s'retrouve à minuit
J'sais qu't'aimes mais y en a qui maudissent
Et j'sais qu'ils aiment pas quand on sourit, yeah
Ma maman disait vrai, donc on s'fait discret
J'ai le cœur si frais, viens plonger dans l'ivresse, viens, on oublie tout deux l'après

[Refrain]
Trouve-moi à minuit, j'ai souvent d'l'insomnie
Souffle ça quand j'conduis, viens, on roule seuls dans la ville
Quand j'suis avec toi, y a un tas d'choses que j'oublie
Roule avec moi dans l'gamos, dans la ville
Roule avec toi, j'recompte pour tuer l'ennui
Viens, on fume toute la weed
Trouve-moi à minuit, j'ai souvent d'l'insomnie
Souffle ça quand j'conduis, viens, on roule seuls dans la ville
Quand j'suis avec toi, y a un tas d'choses que j'oublie
Roule avec moi dans l'gamos, dans la ville
Roule avec toi, j'recompte pour tuer l'ennui
Viens, on fume toute la weed
You might also like[Couplet 2]
Shawty fait des ennemis, rejoins-moi quand la ville sera allumée
Maille, j'charbonne jusqu'à m'abîmer, quand j'suis avec toi, j'les vois saliver
Maille, strass sur toi, ici, les gars pourraient khalass pour toi
Elles font c'qu'elles peuvent mais ne sont pas comme toi
Elles s'sapent comme toi mais ne peuvent faire ça

[Refrain]
Trouve-moi à minuit, j'ai souvent d'l'insomnie
Souffle ça quand j'conduis, viens, on roule seuls dans la ville
Quand j'suis avec toi, y a un tas d'choses que j'oublie
Roule avec moi dans l'gamos, dans la ville
Roule avec toi, j'recompte pour tuer l'ennui
Viens, on fume toute la weed
Trouve-moi à minuit, j'ai souvent d'l'insomnie
Souffle ça quand j'conduis, viens, on roule seuls dans la ville
Quand j'suis avec toi, y a un tas d'choses que j'oublie
Roule avec moi dans l'gamos, dans la ville
Roule avec toi, j'recompte pour tuer l'ennui
Viens, on fume toute la weed3Embed",Oboy
Mihaja Ramiarinarivo,Belly,"11 ContributorsBelly Lyrics[Couplet 1]
Court après l'oseille
Court après l'oseille, elle se remplit le zen (ça n'a pas d'sens non?)
Quand elle est dans sa danse elle fait l'effet immédiatement
Elle fuck c'que tu jackte, elle fuck c'que t'en pense non
Elle sait que le negro n'a plus le temps pour leurs shit non
Elle fait tripper aussi comme c'quelle cons' maintenant
Avec élégance, elle danse et elle lean l'instant

[Refrain]
Tu t'déhanche dans le OlySide et tu veut ken maintenant
Tu veut ken maintenant, elle s'remplit le zen maintenant
Mes cowboys ont les veines remplis de haine maintenant
Son negro a le seum maintenant, ma façon de vivre n'est pas saine maintenant
Elle ne fait que run pour l'oseille maintenant

[Couplet 2]
On spam dans la city
Le 9mili, lui fais des guili, j'la tourne comme un piwi
J'charbonne de midi à midi, elle ne sort qu'à partir de minuit
Les jaloux sont skinny, ils aimeraient grave qu'ont les finissent
Mais j'connais pas d'limite, j'opère comme Houdini
Elle fait pas sa timide, j'suis l'negro qu'ils imitent
Dans la façon d'ken leurs go, dans leurs gimmick
J'suis deux litres de pétroles, c'est des urines
OlyBang dans ma city, mommy
You might also like[Refrain]
Tu t'déhanche dans le OlySide et tu veut ken maintenant
Tu veut ken maintenant, elle s'remplit le zen maintenant
Mes cowboys ont les veines remplis de haine maintenant
Son negro a le seum maintenant, ma façon de vivre n'est pas saine maintenant
Elle ne fait que run pour l'oseille maintenant

[Couplet 3]
Enlève tout, enlève tout
Son negro va douter, sirop dans la bouteille
Mais c'est OlyDick qu'elle veut goûter
J'suis c'negro avec beaucoup d'tickets
Sucer ma dick c'est son ticket
Elle est humide quand je kick
Elle veut s'amuser sur ma musique
Elle s'tape grave des critiques
Elle ne côtoie que les chèques
Yeah, yeah, yeahEmbed",Oboy
