Artist,Title,Lyrics
Still Fresh,20ème symphonie,"4 Contributors20ème symphonie Lyrics[Paroles de ""20ème symphonie""]

[Intro : tag]
Biggie Jo on the beat

[Couplet unique]
Tous les jours, j'me lève, j'fais l'tour d'la tess comme d'habitude
Le client touche la drogue, évidemment qu'il prend d'l'altitude
Et devant le block, vesqui' les cops, j'leur mène la vie dure
Bébe grimpe dans la tchop, même si t'es bonne j'vesqui' l'habitude
Pardon maman, j'ai fait c'qu'il fallait pas
J'rentre à la maison dans un sale état
On prend de l'âge, un jour on s'arrêtera
Même si t'es matrixé, tu vesqui' pas les balles, oh-oh-oh
Si tu casses, tu payes, on va pas négocier
Si les mots suffisent plus, on va venir crosser
J'ai quitté la misère, j'ai pas l'temps d'y penser
J'ai fini la teille', mes démons vont danser
Chez nous, c'est l'respect, c'est pas la peur qui paralyse
Y a des trucs qui passent pas, on s'en fout qu'tu sois sur la liste
J'suis toujours resté droit, la trahison se banalise
Donc on arrive à cinq et on r'part à six
Chez nous, c'est l'respect, c'est pas la peur qui paralyse
Y a des trucs qui passent pas, on s'en fout qu'tu sois sur la liste
J'suis toujours resté droit, la trahison se banalise
Donc on arrive à cinq et on r'part à sixYou might also likeEmbed"
Still Fresh,Aigle du désert,"6 ContributorsAigle du désert LyricsFait pas semblant y'a que les aveugles qui peuvent pas m'voir
Ces fils de putes dans leurs médias veulent pas de noirs
Tu t'en mordras les doigts à en devenir cannibale bâtard
Pour que tu te rappeles j'vais te balafrer comme Albator
C'est pour mes chacals pas ce qui chialent pour une Chnèk
En chienne de chèques y'en a des milliards, hechek
J'suis à la page pourtant ils veulent pas d'moi dans leur journaux
J'veux foutre le feux au lieu de prendre ma place loin du fourneau
Faut que sa pète pour les frères qui décèdent
Laissent des veuves sur le teck, sur les keufs on déféque
J'veux le milliard de cents, j'danse pas le Mia sur scène
Ton rap minable j'le saigne, j'suis de la filliale des vrais, Nigga
Sous alocool ou sous weed ça se tape
Fuck les anciens si ils manquent de respect #oui j'attaque
Zerma tu parles à la rue, bizarre on t'entend pas
J'peux pas tourner dans tes faires-a negro j'te sens pas
Ma team se repose pas sauf pour pisser
Ou se ravitailler en graille, en tise chez l'épicier
Voir l'État baiser ta vie un film de boule
J'veux bé-tom pour meurte si jamais l'huissier déboule
Maman ne pleure pas Inchallah tout ira bien
Si ça tourne mal, j'serais au volant de la mort c'est certain
On m'a reproché ma maturité, choqué
N'en veux pas à un p'tit pit de savoir croquer
Smicard tout ma life, impossible de le concevoir
La vie un long fleuve traquille où tout mes khos se noient
On passe notre temps a té-ma des grosses fesses noires
Dissimule de la blanche dans nos vestes noires
Résultat : grisar, la jeunesse égarée
Convertis en slr plus ésseulés que garou
Oui j'me tape de ton avis donc fuck ta chronique
Ils m'traitent de sale singe car des bananes j'en ai trop mises
Si on fait ta fête c'est pas avec du champagne qu'on va t'arroser
On fait que de roder, piqué au son j'ai fait une O.D
Communautaire, ouais j'suis connu de ma communauté
Préiens ton notaire on fredonne des airs de guerre
On enterre nos freres nique sa mère car on est grossiers
Gardav' ou procès car des délits on en a trop faits
La rue un trophée pour lequel tu peux te faire crosser
Les faux en retrait, dans le 75 tu voit mon reflet
On va pas te le répeter, on sait que t'es pété
Investis en CC ou investis en Féfé
Les empreintes sur les lieux du crime c'est pire que des aveux
En phase terminale, la mort t'emmene en avion
Accusé a tort ma liberté est courbée
Ta carierre en warning y'a de quoi être derouté
Ta musique n'a pas de saveux ton XXX est dégouté
Si t'as vengence a une carrie le 75 peut te plomber
La peine de la juge est monotonne j'ai vu des freres tomber
Soleil au zenith sous alcool j'ai vu sombrer
It's not a game, beaucoup se sont fait eliminer
Bé-tom pour des délits mineurs, donnés perdants dès la mi-temps
On fait ce qu'on peut on s'organise dans tout ce désordre
Ah ! J'ai vu des pauvres s'appeller Trésor
Futur Vip sur la liste, Fresh plus 10
Même ceux qui sont peace urinent sur la justiceYou might also likeEmbed"
Still Fresh,Amour et Haine,"6 ContributorsAmour et Haine Lyrics[Refrain]
Amour et Haine, à mourir on s'aime
Elle peut pas se passer de lui, il peut pas se passer d'elle
On s'pourrit la vie, juste après on s'embrasse
Sous les draps, les feux de l'amour s'embrasent
Amour et Haine, à mourir on s'aime
Elle peut pas se passer de lui, il peut pas se passer d'elle
On s'pourrit la vie, juste après on s'embrasse
Sous les draps, les feux de l'amour s'embrasent

[Couplet 1]
Si je ne te dis pas que je t'aime, c'est que ce n'est pas le cas
Si je ne te dis pas que je t'aime, c'est que c'est trop le cas
Le love est une faiblesse. Quand on haï, on se croit plus fort
Mais même le plus vaillant des hommes a besoin de réconfort
Y'a ceux qui croient en l'amour et ceux qui pensent qu'il est mort
Perso, j'suis incapable de dire qui a raison, qui a tort
Y'a ceux qui y ont cru mais dont le coeur est fracassé
Ta larme a fait débordé le vase, t'es tracassé
Plus d'handicap quand l'amour s'en mêle #Amadou&Mariam
Le physique fait qu'une enveloppe ce n'est pas le reflet de l'âme
En Enfer on se précipite, mais quand y'a le feu, tous courent
Combien de gens fous amoureux sont devenus fous tout court ?

[Refrain]
Amour et Haine, à mourir on s'aime
Elle peut pas se passer de lui, il peut pas se passer d'elle
On s'pourrit la vie, juste après on s'embrasse
Sous les draps, les feux de l'amour s'embrasent
Amour et Haine, à mourir on s'aime
Elle peut pas se passer de lui, il peut pas se passer d'elle
On s'pourrit la vie, juste après on s'embrasse
Sous les draps, les feux de l'amour s'embrasent
You might also like[Couplet 2]
Certains échangent de violent coups avec ceux qu'ils aiment
Ceux qui trompent, regrettent mais récoltent ce qu'ils sèment
Après une rupture, t'as le morale en miettes, en milles morceaux
D'ici je ressens ta tristesse donc mets ce morceau
Avoir la corde au cou, paraît que t'en a plein le cul
Pense à ceux en manque de love qui se sont pendus
J'maigris: les meufs mettent trop de salade dans mon assiette
Baby, t'en paieras les pots cassés si jamais tu te paies ma tête
Prêt à faire la guerre par amour #BonnieAndClyde
On pourrait dormir, manque d'affection : Tony est tired
Commet des crimes passionels, le Diable nous a charmé
Même Cupidon est armé... yeah

[Refrain]
Amour et Haine, à mourir on s'aime
Elle peut pas se passer de lui, il peut pas se passer d'elle
On s'pourrit la vie, juste après on s'embrasse
Sous les draps, les feux de l'amour s'embrasent
Amour et Haine, à mourir on s'aime
Elle peut pas se passer de lui, il peut pas se passer d'elle
On s'pourrit la vie, juste après on s'embrasse
Sous les draps, les feux de l'amour s'embrasent3Embed"
Still Fresh,Apache,"9 ContributorsApache Lyrics[Intro]
Apache, futur best
N.E., prends pas la haine

[Couplet 1]
Paname c'est pas Beverly Hills, elle pourrait se faire marave Donna
Pour marquer je mets la main #Maradona
Tu veux d'la frappe ? Viens par là, baffe même le Dalaï lama
J'crache sur la défaite, j'arrête les balles #BernardLama
Pour faire de la maille les mecs seraient même prêts à faire la danse de la pluie
Cette connasse de juge peut t'incarcérer même sans preuve à l'appui
Me raconte pas ce qu'ils pensent de moi, j'te l'redis ; j'm'en fous d'leur avis
Les rappeurs français s’entre-tuent... c'est la vie !
Parfois j'aimerais tout avoir, mais j'peux me contenter d'un rien
Plutôt qu'être un bon à sucer, j'préfère être un bon à rien
Si t'as un plan pour faire du biff, on peut s'capter
Essaie pas de nous la mettre, on peut te scalper
Cow-boy, on confond ta tête avec la voie piétonne
Si tu frimes, t'assumes ! J'vois pas pourquoi ça t'étonne
J'pense pas trouver l'amour sur Facebook ou sur Twitter
Là où pour briser les coeurs, il te faudra un marteau piqueur

[Transition]
Bitch...
Bitch
You might also like[Couplet 2]
La N.E. se fait solo, la maison de skeuds c'est une banque
On a le permis, cogno, eux ils nous fourniront l'tank
Ouais j'assume c'que j'dis, quitte à n'pas bicrave de sque-di, on s'fait niquer
Grosse diff' entre c'qu'on dit et puis c'que j'vis
Les rappeurs, que de suiveurs. Aucun n'a l'étoffe d'un leader
Font les thugs les couilles vides. J'ai plus de respect [pour Bieber?]
Quand ces chiens auront atteint leur but ils oublieront leurs potos
On est plus vrai que vrai demande à Fifou, y'a pas photo
4-5 numbers par jour, 4 ou 5 bords par tour
Des haineux un peu partout, c'est que l'début du parcours
Ça s'entre-suce puis se crache dessus, le rap : une partouze de dèps
J'suis kleptomane, m'invite pas en feat ou j'vais te voler la vedette

[Transition]
Bitch...
Bitch

[Couplet 3]
Sur les Champs y'a des gazelles bien modelées, les mecs sont en mode loup
Rêve cauchemardesque, on veut le train de vie de Medellín
Donc ça bicrave blanche car malhonnête, si il a consommé, si il a mal au nez
Après le coucher du soleil peux te faire fumer par un mec mal luné
Vrai que j'ai le gab d'une allumette, rien à foutre si j'peux t'allumer
MC t'es mort, y'a qu'à ton enterrement que tu seras à l'honneur
Pour ceux qui lèvent Yamaha, les p'tits, les grands qui amassent
Nique tous les politicards, on s'en bat les couilles de Rama
Controversé comme le Hamas, ça pète comme à Ramallah
C'est sanglant quand j'me ramène, appelle-moi si y'a d'la maille
Tous les jours on se péta. Quand les feu-keus séparent on les caillasse avec haine
Même si t'es stock-ma on te fout dans le coma, gros la routine du quartier nous freine
H24 paré pour m'taper : qui m'défie ?
Dis au boss qu'il va mal finir #Kadhafi
[Transition]
Bitch...

[Couplet 4]
Eh, tu m'as fait un coup de crasse boy j'te plains
La vengeance est un plat qui se mange froid, mon frigo est plein
Pour que ça parte en fusillade il suffit que tu parles mal
Les mecs qui se sont fait tirer dessus te diront pas que c'est de la balle
Nique les condés, on les descend, les bons feu-keu c'est des légendes
Ils sont là pour aider les gens, les faire transporter aux urgences
Atmosphère violente, les enjeux m'donnent la trique
Dis pas à un condamné à mort, que l'ambiance est éléctrique
Ok, j'suis l'fennec qui pénètre, c'qui m'permet d'leur dire
D'aller s'faire mettre, tu paies net tes erreurs #Pernelle
Nous ce qu'on cherche c'est de la monnaie
Haineux va te faire enculer par *tenoM aziL*
J'voulais une meuf, elle m'a mit tellement de vent que j'ai choppé un rhume
À part ça rien d'neuf j'en vois plein parler de rue mais
Les bons rappeurs c'est comme les Indiens : en voie de disparition
On parle le langage des armes, cherche pas la conversationEmbed"
Still Fresh,À quoi ça sert,"5 ContributorsÀ quoi ça sert Lyrics(Couplet 1)
Ouiiiiii 
J'crois  que mon coeur a té-sau
Y'a plus de place
Je suis sous flash
Et  j'me rappelle du passé
J'voulais  pas être mauvais
Au fond tu le sais
J'tai  fais du sale
Et j'm'en veux quand j'y pense

(Refrain)
J'ralentis y'a des flashs qui me parlent de toi
J'quitte  la ville mauvais paysage (paysage)
Dans la nuit sans les phares j'ai bombardé tout droit
J'quitte la ville mauvais paysage (paysage)
Skuhouh wouhouh (wouhoooh) x2
Amoureux du bendo, né dans le zeillo
Mais si demain je béton
A quoi ça sert
Je n'vois que des blem-pro
Tu dis que tu m'aimes trop
Si demain jte fais mal
Dis moi à quoi ça sert
A quoi ca sert x4
Yéhéé
You might also like(Couplet 2)
Depuis mon coeur s'est vésau
A tourné la page
Et toi t'as la rage
Tu m'espionnes sur les réseaux
Je suis dans mon vaisseau
Toujours pas de place
Tu sais là j'suis pressé
Désolé j'dois te laisser

(Refrain) x2
J'ralentis y'a des flashs qui me parlent de toi
J'quitte la ville mauvais paysage (paysage)
Dans la nuit sans les phares j'ai bombardé tout droit
J'quitte la ville mauvais paysage (paysage)
Skuhouh wouhouh (wouhoooh) x2
Amoureux du bendo, né dans le zeillo
Mais si demain je béton
A quoi ça sert
Je n'vois que des blem-pro
Tu dis que tu m'aimes trop
Si demain jte fais mal
Dis moi à quoi ça sert
A quoi ca sert x4
YéhééEmbed"
Still Fresh,BÂTIMENT,"7 ContributorsBÂTIMENT Lyrics[Paroles de ""BÂTIMENT"" ft. Leto & Yaro]

[Intro : Still Fresh]
Oui
Woah, woah, woah
Biggie Jo on the beats!

[Couplet 1 : Leto]
Je sais qu't’es mieux dans mes bras (Mes bras), j'fais les dièses, on s'rejoint dans la bre' (Oh yeah)
J'veux de toi sans faire d'efforts (Ouh), la plupart de mon temps dans l'four (Han)
On se ment mais c'est mieux comme ça, fais pas comme si tu savais pas (Oh-oh-oh)
Qui veut mon pain ? Qui veut ma peau ? Bien sûr, le bolide a plusieurs pots (Skrt, skrt)
Beaucoup de talbins dans mon jean Balmain, ton plan tombe à l'eau (Ouh)
Tu connais, j'suis pas là pour parler (Ouh), j'tiens le sac de dope comme un bébé
J'suis sûr ses côtes, elle en peut plus (Tchi, tchi, tchi), y a les bleus à nos trousses, on laisse pas de traces
Mon cœur te repousse, la dope, je place, reste peace ou je sors le Glock

[Refrain : Still Fresh]
J'suis dans le fond du bâtiment (Ouh, ouh), je compte le cash en main (Eh)
J'suis sur le toit du bâtiment (Eh), je vois les keufs au loin
J'suis dans le fond du bâtiment (Ouh, ouh), je compte le cash en main
J'suis sur le toit du bâtiment, j'aperçois les keufs au loin
Oui, tellement, à la cité, y en a tellement (Tellement), tellement (Hi), tellement, voitures banalisées, y en a tellement
Tellement, tellement, le guetteur est débordé tellement (Tellement), tellement, tout ça pour sa pute et s'barrer en Thaïlande

[Couplet 2 : Still Fresh]
J'suis dans le fond d'une tisse-mé, dans le vingtième arrondissement (Wouh), opérationnel, appelle-moi pour une ssion-mi
Et le poto sort en semi, sur une jambe, il a assumé, mon ami, fait doucement ou tu n's'ras plus de ce monde (Eh)
Si seulement, tu savais comment les salopards de chez moi s'allumaient salement (Salement)
On va s'en mêler, se mêler pour moins de cinq milles eu' comme un manga, ça va s'animer, yeah (Shu, shu)
J'suis avec une guinéenne dans la Benz (Dans la Benz), ouh, bateaux d'esclaves, ils ont noyé ma paix (Ma paix), yeah
De la vodka, j'ai brûlé mes plaies (Tous mes plaies), on va tout prendre sans dire : ""S'il te plaît"" (S'il te plaît, yeah)
You might also like[Refrain : Still Fresh]
J'suis dans le fond du bâtiment (Ouh, ouh), je compte le cash en main (Eh)
J'suis sur le toit du bâtiment (Eh), je vois les keufs au loin
J'suis dans le fond du bâtiment (Ouh, ouh), je compte le cash en main
J'suis sur le toit du bâtiment, j'aperçois les keufs au loin
Oui, tellement, à la cité, y en a tellement (Tellement), tellement (Hi), tellement, voitures banalisées, y en a tellement
Tellement, tellement, le guetteur est débordé tellement (Tellement), tellement, tout ça pour sa pute et s'barrer en Thaïlande

[Couplet 3 : Yaro]
Pas qu'une histoire de sentiments, Khaleesi, cash, monnaie, je rentre tard (Eh-eh)
Toujours dans l'fond du bâtiment, si l'policier m'emmènes, je rentre pas (Hum, hum)
J'ai le AK-47, fume sur le teh (Eh), vingt-deux heures sur le terrain, le guetteur sur le toit comme une antenne (Eh), argent sale, fuck ton intérim
Mini vingt-deux, neuf m' sur la table (Eh-eh), aucunes empreintes, zéro bactéries
Baby girl en a marre des kilogrammes (Eh-eh), on tourne en rond comme dans le périph' (Eh)
J'retire la cagoule, les gants (Million et j'vais laisser tomber), j'retire la cagoule, les gants (Pour toi, j'vais pas laisser tomber)
J'retire la cagoule, les gants (Million et j'vais laisser tomber), j'retire la cagoule, les gants (Pour toi, j'vais pas laisser tomber)1Embed"
Still Fresh,Battle royale,"4 ContributorsBattle royale Lyrics[Couplet 1 : Still Fresh]
70 kilogrammes de C4, que les démineurs s'écartent
Moi j'éclate les étapes sur cette sauvagerie de ...
De la pefra sur track, ça vient de Ris-pa mon gars
Parait que je pose avec classe, que les rappeurs fassent place
Faut qu'on m'entende à chaque kilomètre
Que tous ces fils de pute de haineux voient c'est qui le maître
Still Fresh ils se disent tous : ""Mais c'est qui ce mec ?""
Appelle moi l'ovni tout droit débarqué de Star Trek
Pour l'instant j'ai rien à part la dalle d'un algérien
Mais j'accepte pas qu'une bande de putains me mate d'un air hautain
Mon son fouette la rue, fait pisser le zen des salopes
Avec Seth Gueko et Fianso comme des antilopes elles galopent
J'vais m'empresser de sser-pi sur ces enfoirés de képis
Sser-ca des bouteilles sur ton crâne à la Slim Shady
Eh si tu veux venir nous chercher prépare l'artillerie lourde
N'oublie pas que c'est pas avec des brebis qu'on chasse un loup

[Couplet 2 : Zesau]
Fais pas le fantôme comme dans Castlevania
Sur la tête je te casse une caisse de bouteille encaisse maniaque
Ze-Zesmanique alors on se frite de mille manières
Oublie pas j'ai qu'une bannière : Bad Game
Pas né de la dernière pluie acide ...
Je veux pas crever comme Escobar
You might also like[Refrain : Seth Gueko]
Ah y'a rien de battle khoya
On s'entretue comme dans Battle Royal
On te casse la bottle sur le crâne
...

[Couplet 3 : Sofiane]
... dépouille la dépouille du vieux cardpla
...
Ça sent les histoires, forcing par la petite brêche
L'équipe veut la victoire, j'suis sur le ring à la Still Fresh

[Couplet 4 : Wira]
C'est Wira pour le remix, fuck la polémique
...
Et pour percer y'a pas de formule secrète

[Refrain : Seth Gueko]
...

[Couplet 5 : S.pri noir]
...
J'ai les nerfs 22 piges déjà claqué
...
Des esprits noirs man liés à l'asphalte
Tellement bitume que nos meufs ont du goudron dans la chatte
[Couplet 6 : Seven]
Fuck leur code pénal leur sénat
Toute chose a une fin comme Ayrton Senna
Ici c'est Paname c'est pas Everton ou Tottenham
...
Rap de sauvage, donne pas mon cul tah les tchécoslovaques
Traumat à chaque syllabe mon rap c'est du ...

[Couplet 7 : Sidi-O]
J'arrive bim balayette droite gifle ton oreille siffle
Doux avec les belles miss hardcore pour que les kheys kiffent
...
Y'a personne qui sépare ici trop tard pour me faire la morale
...
On a pas 2 fois l'occasion de mettre une debza en traître
...
J'ai du love ne m'oblige pas à te haïr
Fais le na3r sheytan dans ma tête mon ex

[Refrain : Seth Gueko]
...

[Couplet 8 : Kinio]
...

[Couplet 9 : Lacrim]
On a commencé la porte nous la finissons
Demande à Still il ne faut pas sortir car ma ville est sombre
De mon rap y'aura peut être 2 phases qui ne seront pas reprises
J'suis bourré j'vais rentrer ma caisse dans ton parebrise
C'est loin derrière Xav l'epoque d'Olive et Tom
...
Toujours capuché ils s'en foutent qu'il fasse beau
Avec une mitraillette en photo sur leur Facebook
[Couplet 10 : Aketo]
J'aime quand le rap français a cette gueule là
...Embed"
Still Fresh,Biff dans l’crâne,"12 ContributorsBiff dans l’crâne Lyrics[Refrain : Still Fresh]
Biff dans l'crâne, shit dans le sac à dos
Biff biff dans l'crâne, shit dans le sac à dos

[Couplet 1 : Still Fresh]
Biff dans l'crâne, chite dans le sac
Même ceux qui ne m'aiment pas me matent comme Swaggman
On peut te faire taire à vie si tu nous parles mal
Crois pas qu'on en est ravis, on fait ce qu'on a à faire man
Merde, j'crois que j'suis démodé
Si bédave et pillave de l'alcool c'est stylé
Viens par ici Ien-clit, j'vais te dire ce qui est
Avec ce qu'on te fournit, t'as de quoi skier

[Refrain : Still Fresh]
Biff dans l'crâne, shit dans le sac à dos
Biff biff dans l'crâne, shit dans le sac à dos

[Couplet 2 : Still Fresh]
Biff dans l'crâne, shit dans le keus
Apparences trompeuses, méfie-toi des trop keus
Ils ont assez de force pour appuyer sur la détente
Si une lame est fine, c'est pour être encore plus tranchante
Beleck aux meufs, surtout celles attachantes
Elles peuvent rendre dépendants même les moches et méchants
Fuck mon ex ! Une grosse perte de temps, négro, si je ne l'ai pas sexé
J'déclare pas ma flamme, j'lance des cocktails explosifs...
You might also like[Refrain : Still Fresh]
Biff dans l'crâne, chite dans le sac à dos
Biff biff dans l'crâne, chite dans le sac à dos

[Couplet 3 : Still Fresh]
Wesh Fresh, wesh Fresh
J'veux faire autant de bruit qu'un Booba versus R.O.H.2.F
Faut du pèze, yes, de l'espèce
Pour ça, beaucoup payent cher, certains finissent même en pièce
La violence on la côtoie depuis tout petit
On avait même pas de phone qu'on se mangeait des coups de fils
Pour ceux qui lèvent leur bécane même à bout de force
On traverse en YZ... coup de cross !

[Refrain : Still Fresh]
Biff dans l'crâne, shit dans le sac à dos
Biff biff dans l'crâne, shit dans le sac à dos

[Couplet 4 : Still Fresh]
C'est pour mes rabzas, mes niggas, flow tah Jamaïca
Fumeur de gros zdah comme si c'était légal
J'me barre au Sénégal pour checker mes baye fall
Parle moi biff ou décale et remballe tes bails falches
Marre des fausses joies, il me faut un vrai... salaire
Pour ça je serai prêt à te mettre Sarko les fesses... à l'air
T'es die tout de suite parce que t'as test t'à l'heure
C'est téléphoné mais on jette ton corps à l'eau
Quincy !
[Refrain : Quincy]
Biff dans l'crâne, shit dans le sac à dos
Biff biff dans l'crâne, shit dans le sac à dos

[Couplet 5 : Quincy]
Ok, weed dans la che-po, biff sous ma chapka
[J'connais la pression, boy, que quand j'consomme une H.K ?]
Toujours bien entouré comme un arobase
Si t'encaisses la banane hmmm... on ne joue pas à Mario Kart
Demande à trop de de-mon, j'mets trop d'MCs à la de-man
C'est la de-mer, j'ai le démon si ce que je fume ne vient pas de Me-da
Y'a que ma weed qui peut me cerner
Yo MC, j'vais te balafrer si j'fais preuve de fair-play

[Refrain : Quincy]
Biff dans l'crâne, shit dans le sac à dos
Biff biff dans l'crâne, shit dans le sac à dos

[Couplet 6 : Quincy]
Check gros, on veut des gros chèques
Si le savoir est une arme... non, non, ils l'ont trop faite
XXX [swag?], N.E comme d'hab on est dans l'coup
Scolarité raté, comme Ingrid j'étais bête en cours
J'perds les pédales, j'parle pas d'homo
Boy, tu veux le feat, c'est le tarot d'une paire de Jojo
Écoute mes couplets, couche tes sses-go
Bourré, bouche tes bourrelets, sse-gro
[Refrain : Quincy]
Biff dans l'crâne, shit dans le sac à dos
Biff biff dans l'crâne, shit dans le sac à dosEmbed"
Still Fresh,Bye bye,"7 ContributorsBye bye LyricsSaydiq
Sam H

(Couplet 1)
Elle y repense sur le bateau
Elle m’appelle, elle a vidé le Champagne
Elle a grandi à Monaco
Me dis que ce soir elle veut soigner ma peine
Mais j’ai grandi dans le ghetto
Tu sais chez nous l’amour est un flic en vil-ci
J’ai le cœur dans le cello
J’t’épargne les détails laisse les pour les ien-cli

(Pré-refrain)
C’est plus la même
J'suis plus dedans
Je sors du bat
J'suis sur les Champs
Vue sur la mer
La liasse est grande
Ça pue la merde
J’ai mis les gants
Bang bang (x2)

(Refrain)
J’allais pas rater le coche
Bye bye
Pour le cash le bizz les affaires
J’ai du kalasher le tas
Bye bye
Si t’as mal tu gères tes affaires (x2)
You might also like(Couplet 2)
J’y repense sur le bateau
La lune est bée-tom j’ai fais sans elle
Y a les bleus dans le rétro
Ces bâtards me suivraient même jusque dans le ciel
Elle me dit je t’aime en texto
Elle pense à moi même en tribune présidentielle
Et malgré tout ce seil-o, fils, elle veux que je fasse d’elle mon officielle

(Pré-refrain)
C’est plus la même
J'suis plus dedans
Je sors du bat
J'suis sur les Champs
Vue sur la mer
La liasse est grande
Ça pue la merde
J’ai mis les gants (x2)

(Refrain)
J’allais pas rater le coche
Bye bye
Pour le cash le bizz les affaires
J’ai du kalasher le tas
Bye bye
Si t’as mal tu gères tes affaires (x2)
(Couplet 3)
Pourtant tu me connais
Y a rien à voir la miff ou la monnaie
C’est comment ?
Pourtant tu me connais
Mais tu continues de faire sonner le phone
C’est comment ?

(Pont)
Eh
J’ai kalashé le tas ouais (j’ai kalashé le tas ouais)
J’ai kalashé le tas
Oueyyy

(Refrain)
J’allais pas rater le coche
Bye bye
Pour le cash le bizz les affaires
J’ai du kalasher le tas
Bye bye
Si t’as mal tu gères tes affaires (x2)Embed"
Still Fresh,C’est ça ou pas,"8 ContributorsC’est ça ou pas Lyrics[Refrain]
Paname côté Est, Still Fresh, futur best
Non, non viens pas nous check, si ton fut' tu le baisses
Matin, midi, soir on est là, on fout l'zga, on fout le hella
Matin, midi, soir on est là, on fout l'darwa, on fout le hella, han
C'est ça ou pas les gars ? C'est ça ou pas les gars ?
Dans le zoo on fait des sous qu'ce soit ou pas légal
C'est ça ou pas les gars ? C'est ça ou pas les gars ?
Dans le motherfuckin' zoo on fait des sous qu'ce soit ou pas légal

[Couplet 1]
J'suis pas un bénévole hypocrite, Fresh est là pour mailler
J'te sonne dès qu'le gong retentit #AliBomayé
Un peu d'buzz et ça joue les stars, tu seras qu'une étoile filante
Et puis parait que quand y'a dra, tu deviens une racaille fuyante
J'm'en tape du succès d'estime, on est forcés de passer par là
J'veux être un chomeur richissime comme Nicolas et Carla
On passe notre temps à pilonner, tous dans la merde depuis qu'on est né
Solidaire donc je fais né-né, j'vais m'emmêler quitte à m'faire mêler
MC t'es aussi impressionnant qu'une meuf qui fait la sécurité
Je ne comprends toujours pas comment t'exploses les ventes alors que t'es tout pété
J'monte le beat en l'air, pour être millionnaire, ouais, ça rappe tah les fous
Ici on parle de tout et de rien mais évite de parler pour rien du tout
Cette musso là je la veux, donc son petit copain m'en veut
Ceux qui m'sortent de la merde, je me jetterai dedans pour eux
J'rêve d'Eva Longoria, Cassie, Adriana Karembeu
En Enfer on s'précipite : à vos marques, prêts, feu !
You might also like[Refrain]
Paname côté Est, Still Fresh, futur best
Non, non viens pas nous check, si ton fut' tu le baisses
Matin, midi, soir on est là, on fout l'zga, on fout le hella
Matin, midi, soir on est là, on fout l'darwa, on fout le hella, han
C'est ça ou pas les gars ? C'est ça ou pas les gars ?
Dans le zoo on fait des sous qu'ce soit ou pas légal
C'est ça ou pas les gars ? C'est ça ou pas les gars ?
Dans le motherfuckin' zoo on fait des sous qu'ce soit ou pas légal

[Couplet 2]
Y'a les feu-keu, 22, cache la beu où tu peux
Tes rappeurs, ramène l'un d'eux, que j'le plie en moins d'deux
Still Fresh machine, l'objectif : mettre des gifles
Mettre des gifles, mettre des gifles comme l'équipe à Maître Gims
Qui qui j'représente ? Moi c'est les rats, l'rap c'est facile comme accélérer
C'qui me motive moi c'est les ronds et c'qui me freine, bah c'est les règles
Vas-y Fresh rends-les fous, en HP se fera l'rendez-vous
J'te prends pas au sérieux ffon-bou, si y'a que en équipe que tu te défoules
Moi j'fais le boulot, ouais j'rappe de malade et ça les rends ouf
Il paraît que c'est en boite de nuit que le haram voit le jour
Viens dans nos tours, beaucoup de têtes cramées qui agissent en silence dans le four
Vivent comme des sourds, bébé, fais pas la meuf carré, ça chuchote qu'on t'a fait ner-tour
Ici les rumeurs courent, même souriants, on fait flipper les passants
L'État nous a baisé comme des putes en nous entassant
J'suis l'futur en sonne-per, ils l'avoueront d'ici peu
Haineux, quand t'embrasses mon ex c'est comme si tu m'suçais la queue
[Refrain]
Paname côté Est, Still Fresh, futur best
Non, non viens pas nous check, si ton fut' tu le baisses
Matin, midi, soir on est là, on fout l'zga, on fout le hella
Matin, midi, soir on est là, on fout l'darwa, on fout le hella, han
C'est ça ou pas les gars ? C'est ça ou pas les gars ?
Dans le zoo on fait des sous qu'ce soit ou pas légal
C'est ça ou pas les gars ? C'est ça ou pas les gars ?
Dans le motherfuckin' zoo on fait des sous qu'ce soit ou pas légal1Embed"
