Artist,Title,Lyrics
Claude Bourgeois,105,"11 Contributors105 Lyrics[Paroles de ""105""]

[Couplet 1]
Fêlé, les années t'appartiennent
Reste à crever d'vant la télé, dans les pires apparts, chienne
J'suis en polo dans ton rêve, on ride la city 4 chaines
Sur mon chest, on a d'la weed à faire mincir la gardienne
C'est la same shit, même bitch, j'vais changer d'num
Assa tcheck
Tous mes négros t'valident s'ils t'massent un tiep
Solo dans la room parce que le silence attire
Tous mes démons restent à fumer un kilos dans sa tire
Ah et la vie c'est brûler l'bat pas faire brûler des cierges
Des putes dans un Merco noir, nan, elles saliront pas l'siège
C'est la tornade dans la brume, c'est le feu dans les sentiments
C'est faire tomber ta sentinelle, c'est la force de mon continent
C'est la solitude en paquets, sachets, kilos sous le matelas
Tu as cherché tout seul, tout seul dans le noir
Oh oui un guerrier, drogué
En meute quand ça fume sa bulle en perrier, ok

[Refrain]
Le son dans la tire c'est une bombe d'acide
La chick là-bas c'est une bombastic
Aïe aïe aïe aïe aïe aïe aïe
Roule un gramme quand j'écoute la pluie
On a pris des routes dans l'sens inverse
J'ai dealé ma vie, écrit cent-cinq verses
Oh aïe aïe aïe aïe sens inverse
Cent-cinq verses
Dans le sens inverse
Cent-cinq verses
Sens inverse
You might also like105

[Couplet 2]
On est jeune, prêt à brûler comme une rose fanée, briller fallait
La passion s'fait détailler dans des paquets cellophanés
On fume la brume, vit sur la braise quand l'arme est scillé
Fallait tirer sur la mort pour sentir qu'l'avenir est sale
Et quand tu vis d'un amour noir, des boujies sur les pierres tombales
Le cœur volé d'une bête sauvage, né dans le creux d'une nuit d'orage
Regarde la nuit, y'a des signes qui trompent pas
C'est comme aimer la vie, penser qu'cette pute ne trompe pas
Mane mane, y'a aucune drogue dans ma veine
On fuit quand le soleil se lève
Il disent : ""Sans toi, c'est plus pareil, aucune d'ces lignes sont parallèles""
J'sais que le cash tue mon sommeil, j'préfère m'enfermer dans un rêve
J'sais que la nuit vient, tout s'opère, les démons crachent des lignes solaires
La haine en paquets, sachets, kilos sous le matelas
Tu as cherché tout seul, tout seul dans le noir
Oh oui un guerrier, drogué
En meute quand ça fume sa bulle en perrier, ok

[Refrain]
Le son dans la tire c'est une bombe d'acide
La chick là-bas c'est une bombastic
Aïe aïe aïe aïe aïe aïe aïe
Roule un gramme quand j'écoute la pluie
On a pris des routes dans l'sens inverse
J'ai dealé ma vie, écrit cent-cinq verses
Oh aïe aïe aïe aïe sens inverse
Cent-cinq verses
Dans le sens inverse
Cent-cinq verses
Sens inverse
105


[Outro]
Fêlé, les années t'appartiennent
Reste à crever d'vant la télé, dans les pires apparts, chienne
J'suis en polo dans ton
Fêlé, les années t'appartiennent
Reste à crever d'vant la télé, dans les pires apparts, chienne
J'suis en polo dans ton

105
105Embed"
Claude Bourgeois,1080 Freestyle,"2 Contributors1080 Freestyle LyricsYeah

Lâché de colombes
Je vois ton visage, bisous au front
Je sais que ton âme adore caché ton ombre
Quelques étoiles et sous mon toit
Je dessine mes peines, adore tacher mes toiles
J’ai pas hésité je t’ai caché mais toi
Adolescent, gros j’avais pas un rond
Je m’accroche au biff malheureusement peu d’amour dans les mots
Et dans ma poche que des billets, crois-moi pas un rond
Faut que tu comprennes que j'étais juste qu'un môme

Tourmenté par les rôles ça va je fume que de la weed
Gros, je tape pas de l'Héro, tout petit j’avais pas d’héros
On été pauvre mais on manquait de rien
Parce que maman nous appris que la richesse
Se cache dans le cœur d’un homme, jamais dans ses mains
Observe le temps, les saisons passent
Les gens viennent et s’en vont
Verse moi Henny dans le sablier
Ça et les anges reviennent et s’enfoncent
Il pleut sur ma ville, chérie t’es sûr t’arrives?
J’ai l’impression d’être ivre mais je viens d’ouvrir le Hennessy
Je descends et j'atterris
Et je ressens que t’es triste plus rien tu maîtrises
Ce soir la ville est grise, je te caresse et j’écris
Les temps sont pas terribles
Sur conso je barre des rimes
Je suis tout en bas, je dois monter tout ça comme un alpiniste
Yeah
You might also likeJe rallume ma cons, bébé

Yeah, yeah, yeah
Jamais t’auras le Claude
Au terminal Paris-Orly, je trace
Jamais t’auras le vol
T’as pas les épaules
Jamais t’auras le col
Je suis dans un gros Airbnb
Pétasse jamais t’auras le code
Combien de filles mon sali?
Et j’ai rien dit, juste parce que dans ta chatte bah moi j’ai rien mit
T’arrive dans la boîte et tu veux qu’on finisse dans le même lit
Mais je suis pas un apprenti
Mon dégoût pour toi grandi
Je vois que des âmes perdues qui flottent
Je vois des potes à moi qui flop
Je vois les chevaux de l’enfer qui trottent
Accro à ça
J’suis dans le sud et là je vais rejoindre une escorte
On va pas sortir par la même porte
On fume de la beuh mais pas la même sorte
Je ressens que le ciel gronde
Chérie mon cœur c’est du ice
Et quand t’on baise je ressens que les veines fondent
J'écris avec la même font
Des horaires pas déclarés, je suis tombé sur toi
T’a cassé mon cœur, j’étais pas préparé
Chérie je peux pas t’aimer sans qu’on se bat
Chérie je ressens plus rien quand on se parle
On s’est crashé faut faire un constat
Pour t’oublier j’allume ma cons star
Désolé
Faut que tu t’allonges, gros faut que t'écoutes ça
Si ta bitch, t’apportes de l’amour alors que t’a pas un rond
Gros faut que t'épouses ça
Le temps de voir défiler ton ombre j’ai gratter 12 tracks
Comme dans la vallée avec tout ce crack
J’suis
J’suis absorbé par le vide
En parlant de vide ce soir je le fait  avec une bitch
Qui vient me souhaiter bonne santé dans le VIP
Ça y est dans le film, j'sens de l'attention dans le fil
J'sens de l'attention dans le filEmbed"
Claude Bourgeois,16,"6 Contributors16 Lyrics[Paroles de ""16""]

[Couplet 1]
J'm'amuse avec l'automatique, sans affaires dans l'allée
La vibe est poétique, tu sens la peine s'en aller
On avait tout mis dans nos disques, nos souvenirs, quelle importance ?
Tant que le soleil brille, que la mer bleue est salée
Ma génération dans le vide, droguée sans étaler
Et t'as déjà bien trop de filles pour aimer celle que t'avais
Ramasse les sentiments par dix, personne à qui parler
Alors on boit pour la hantise, roule sur des cassettes emballées
Personne à qui donner ma confiance, que l'argent dans ma conscience
Des billets dans un bocal pour un jour s'en aller
J'ai dû rouler dans l'autre sens, oublier c'que les gens pensent
J'ai fumé beaucoup trop d'grammes pour pouvoir m'emballer, oh man, s'te-plaît viens m'en parler
De l'amour de la distance, dis-moi c'que tu connais
Les gens n'ont besoin d'assistance que quand ils sont dans la merde
Laisse-moi partir prendre un bout de soleil sur la mer
Faire c'que les autres me demandaient, non, ce n'est pas dans mes codes
J'fais du son, j'vends pas de drogues parce que non, c'est pas dans mes codes
J'aime la nuit quand les étoiles me rappellent mon époque
J'pouvais pas compter mes potes parce qu'on était trop dans la rée-ssoi
Et du film, fallait bien qu'on s'enlace un instant
Diluer le fond de glace, ils m'envient, je peux le voir, ils veulent être à ma place
Oui, j'ai toujours ce sentiment d'être au fond de la classe
You might also like[Pont]
Ce soir, j'me fais des shots, c'est pas des paniers
On boit parce que la chance nous a épargné, ouais
Ce soir, j'me fais des shots, c'est pas des paniers
On boit parce que la chance nous a épargné

[Couplet 2]
N'imite pas mes mots, mes pensées sont des drones
Non, n'imite pas les doses, la nuit, on s'drogue juste avant que le ciel est rose
Parce que la vie, c'est noir, j'vais tout fumer sans laisse un gramme
Dis-moi c'est quoi l'histoire, j'sors de scène et j'reviens dans mon bar (Maman ne pleure pas)
Le temps passe mais je grossis mon salaire
J'aime l'été parce que je fume ma cons' à l'air, ah ahEmbed"
Claude Bourgeois,1997,"3 Contributors1997 Lyrics[Paroles de ""1997""]

[Couplet unique]
Met pas tes yeux sur ma cheek
Cette pute ne voit que le fric
Après le blunt j'aurais sûrement la trique
J'graille je ne vois que les frites
Tu prie le dieu, tu pries le jeu, tu prône
Et j'roule un cône
Avec une conne au cul semblable a Kim
Bat les couilles du taux de mort dans ta section
J'suis dans ma zone on fait les choix pour une élection
Le roi, le peuple personne t'écoute on fourre ta salope de copine
On fourre jusqu’à gratter les titres
Et yo jusqu’à rater les tirs
La vie est dur donc j'ai le barreau souvent, gros
La mort approche comme un cayenne au Soudan, gros
J'partirais pas libre s'ils ne partent pas les chicos pleins d'sang
Pluie d'balles prend la douche ou finit dans un bain d'sang
500 billets d'euros pete un cable
Les couilles en or comme Billy
Je jette les giffles jette un peu d'regards
Parlez de nous de nos effectifs, la biffle est respective
Au fond du trou pour les effets tire, yo pour les laisser dire
Uno dué.. como esta pétasse ?
J'pleurs des océans de papiers tout vert
Smoke and lean négro je vois tout vert
Cette pute devra tout faire
Tout les dimanche elle prend tout bien jusqu'a s'étouffer eh Yo jusqu'a s'étouffer
Eh yo tatoo sur les avant bras, de l'or sur les dents du pape
Du pain trempé dans du lait,du lait trempé dans du pain
Négro t'es dupe tu veux trouver mon crew, gros nique ta mère
Ces pédés nous ressemblent pas j'ai jurer la vie d'ma mère
Voila qu'j'deviens pas crédible, ne dis que des méchancetés
Mais vous vouliez nous faire la guerre quand on faisait nos veux de chasteté
Y'a que les moutons qui suivent le troupeaux
Nous tirâmes et ils coururent
On va devoir prendre vos peaux au couteau
Les tirâmes et les fourrures
Négro je ne vois que des tas de seinsYou might also likeEmbed"
Claude Bourgeois,305,"6 Contributors305 Lyrics[Paroles de ""305""]

[Intro]
Yeah, la cocaine right
Hey jah, brrr, haha

[Couplet]
Hey une chatte, gominée, ronronne, gros minet
Usine en flammes, caresse les putes à gros cheveux, gros j'veux les dominer
J'prend ta chick, taille fine, j'saute dans l'vide comme Taïg Khris
Tellement de poulette chaude dans le club, bucket party
Le tiep dans le papier argenté ton corps aussi dans l'papier argenté
J'ai fourrer des mignonnes et tout ça sans chanter j'lai fait sans penser, sans pouvoir, sans chanter
Blunt coco parfum j'te met au, parfum, pluie de énorme tarpin, des paquets de milfs parfum
Hey yo j'marche dans la galerie des teils de Mario Vazquez, pas d'stress pétasse ramasse XXX par terre
Par guerre tout mon combat va prendre un cartel, écartez les négres, nettoyer les chattes au karcher
300 billets pour la fourrer après un dîn han, Tina, mon flow pour toucher 1 million d'dinars
Souffle dans cette vierge fait sonner les échos, tirer sur ta pute XXX pour faire tomber les euros
J'marche quand même comme au casino, tire sur mon blunt et t'es quasi-mortYou might also like2Embed"
Claude Bourgeois,702,"13 ContributorsTranslationsDeutsch702 Lyrics[Paroles de ""702""]

[Couplet 1]
Tout est comme la première fois, j'débarque dans la te-boî
J'sens déjà ton parfum, je teste la drogue pure noire quand on sipp  ça, nan, nan
T'es ma chérie, ma bella
Tu caches la drogue dans l'Margiela
T'aspires au love comme Angela
Gela, j'ai pris les liasses j'vais la cher-lâ

[Refrain]
Chaque fois qu'j'te vois, j'ai des sentiments tellement noirs
J'entends ta voix, tu brilles comme les étoiles tous les soirs
Tu sais, tu cherches l'attention le succès
Tu parles peu sur c'que tu sais
Hmm, viens chez moi
J'ai l'Hennessy, la tire, on peut rider tard le soir
Ma chérie, mon bébé
Viens chez moi
J'ai l'Hennessy, la tire, on peut rider tard le soir
Ma chérie, mon bébé, mon bébé, yeah

[Couplet 2]
Elle est seule dans le club, elle veut danser
La weed dans le crâne pour s'ambiancer
J'ai besoin de ma drogue, t'es ma C-C
Cessez le feu, j'veux pas v'nir la stresser
On sait déjà, elle r'part en CC
Blesser son petit cœur, jamais j'essaie
J'suis prêt, j'l'attends, j'veux encaisser
Mais c'est, sans voix qu'je finis, j'suis blessé
You might also like[Refrain]
Chaque fois qu'j'te vois, j'ai des sentiments tellement noirs
J'entends ta voix, tu brilles comme les étoiles tous les soirs
Tu sais, tu cherches l'attention, le succès
Tu parles peu sur c'que tu sais
Hmm, viens chez moi
Je lean ici là, tire, on peut rider tard le soir
Ma chérie, mon bébé
Viens chez moi
Je lean ici là, tire, on peut rider tard le soir
Ma chérie, mon bébé, mon bébé, yeahEmbed"
Claude Bourgeois,72h,"6 Contributors72h Lyrics[Paroles de ""72h""]

[Couplet unique]
J'suis pas le...
J'te jure que j'suis pas le même
Elle a des perles sur le lobe, mais qui lui a offert ça j'te jure que c'est pas les miennes
J'revois la vie s'emballer, elle a les mêmes habitudes après avoir couché avec elle
Elle prend tout de suite ses ffaires-a
""Quoi tu passes pas le weekend ?
En fait tu voulais juste qu'on ken!""You might also likeEmbed"
Claude Bourgeois,7am,"10 Contributors7am Lyrics[Paroles de ""7AM""]

[Couplet 1]
Le soleil m'tape sur la tête
Negro je m'en vais, negro elle me prend la tête
Moi je perds un thème, viens on prend la teil
On finira comme des gens qui se perdent, en vrai c'est pas la peine
Pleine de weed, un souffle là je tire un trait
Minuit sur ma montre, j'suis toujours pas rentré
J'vois au dessus, l'avenir est quelque part
Ramène des filles à l'appart, on finira dans quelque part
Voir le large savoir qu'on est fourrés
Avec tous mes loco lean et bourrés
Faire beaucoup plus de biff amène des filles on est
Posés sur les bords on est contents qu'elles veuillent se promener
Après minuit, une heure tu m'rejoins au tel-ho
BLV dans la suite les hoes adorent le tel-ho
Le bruit des glaçons, mes gars s'rafraîchissent
Et pour la nuit d'ma vie trois-quatre jolies métisses

[Refrain]
Faut qu'on parle de nous
Faut qu'on parle de tout
Faut qu'on parle du sun et ces gens qui se perdent au milieu de la foule
Faut qu'on parle de folies
Faut qu'on profite de nos vies
Vu que le temps ne nous laisse rien
On préfère jeter nos desseins
You might also like[Couplet 2]
Et j'veux la playa, j'veux les hoes et j'veux les femmes et j'veux des roses
On pardonne tout, on se laisse rien, on remet tout au lendemain
On traîne le soir, on vous dit rien mais on rêve de ça et on fuit les autres
On parle moins que vous
On ferme la porte, on voit des choses mes negros et moi
On s'balade frais dans ma putain d'ville
Frais negro putain d'vie
On prie pour que le million suive
On voit des bling quand sort le Lonsdale
On aurait pu suivre un million de lignes
Mais on préfère chiller la nuit
Pendant que vous autres ne nous envient
Passer des coup-de-fils voulant chiller
Bouteille de champ'
On fête nos anniv' dans ta chambre
On a l'air cool roulant le chanvre
Mais bon le duplex et gloire sont les chants
Mannequin qui passe souvent
Voulez-vous que je vous explique comment
Le rêve nous suit, là tu veux nous filmer

[Refrain]
Faut qu'on parle de nous
Faut qu'on parle de tout
Faut qu'on parle du sun et ces gens qui se perdent au milieu de la foule
Faut qu'on parle de folies
Faut qu'on profite de nos vies
Vu que le temps ne nous laisse rien
On préfère jeter nos desseinsEmbed"
Claude Bourgeois,901,"6 Contributors901 Lyrics[Paroles de ""901""]

[Couplet unique]
J'ai pris un XL T-shirt
Là j'vais devoir gonfler le chest parce que l'hiver est rude
Qu'les négros voient venir le check
L'envie est constante, mon négro t'en est pas conscient
J'résiste à pleins d'choses
J'ressors des vinyles d'enfance, j'me drogue à pleine dose
J'ose pas diluer lentement le temps fait d'émeraude
Car il est précieux, dansant dans l'creux d'une seule rose
Passion explosive comme dymanite
Le cœur froid comme ma ville
La weed est bonne alors j’inhale vite
Le soleil se désigne, des sentiments de rage : tout piller
Des histoires nostalgiques : noir décision mal exprimée
Elle m'a laissé dans la jeep
Sson-boi plus rose que ses lèvres
L'ambition plus grosse que les rêves
Ecoute ça l'soir sinon c'est dead si t'es pas dedans, élancé
Le gucci bag, un plan C
Les drogues m'écartent de la dérive
S'haïr c'est facile comme rapper, s'aimer comme changer l’Amérique
Où va le monde ? Pas au paradis
Le temps file sur la montre, pas l'temps qu'une bitch vienne me baratiner
J'pense à tous mes rêves j'veux pas qu'on s'éloigne
J'observe les buildings dans le Uber noir
Quelle éloquence, une paire de caillera
Regarde les feux d'tes cases
Elle met les pieds dans l'SAS d'la casa
On promet un avenir quasi-mort
Aucune pression pour ces billets
Regarde le ciel comme papi millionnaire l'occasion p't'être de briller
Tu sais comme elles envies la lune
Même si tes négros font la une, là après ce sera à nous babyYou might also like1Embed"
Claude Bourgeois,905,"1 Contributor905 LyricsJ'allume la télé, j'rentre
Caresse moi doucement
Dans ce monde de félé j'rampe
Le poids d'mes erreurs sur mon dos
J'peux plus recompter les crampes
Au dernier étage du bât j'bois
Au dernier étage du bât j'bois un verre, j'aime mater les gens
Ma raison le déni [?]
J'observe la [?]
J'baise une femme intelligente

J'vois plus l'beau temps, j'pense qu'à l'averse
J'vois tous ces batards faire et j'pense à l'inverse
Cash dans ma poche mais j'ai des poches sous les yeux
Crache dans la Porsche et j'vois les cops sous mes yeux
Avant, on aimait traîner dans le bat tous les deux
Au parc on r'gardait passer tous les p'tits, tous les vieux
Ouai
J'espère qu'ta mère va bien gros, j'lui envoie tous mes vœux
Tu perds des amis comme en boîte tu perds tous tes feux
T'as ridé dans le side, gros tu grilles tous les feux
Et tu caresses ta bitch, lui dit ""je t'aime"" dans les yeux
T'en oublie ta vie, reflet du ciel dans tes yeux
Soleil s'allonge quand j'ouvre le pinot gris
Quand j'ouvre la bouteille
Mais j'me rappelle avant j'virai au dramej'virai au drame
Tu brûlais la drogue que t'as acheté au gramme
J'ai versé de l'essence et t'as crié ""on crame""
You might also likeBang, bang, bang, dans la benzo wouf
3 heures, 4 heures, 5 heures avec tous mes dogs
Fumer toutes les drogues, brûler tous les medocs
Ramasse la, ramasse la braise bébé
Dans mon veau-cer, j'ai des images de nous deux
Des pays où on a jamais été
Des plages on y sera jamais l'été
Tout ce qu'on a jamais été

Please baby, please, tu m'as sucé sur les knees
T'aspire mon âme [?] et t'as aspiré mes hantises
J'veux resserrer les visses, 300 biatches friandises
Dans la boîte avec les G's et t'as oublié c'qu'on s'est dit
Ta jalousie c'était trop, et t'as menti sur mon dos
J'ai jamais levé la main sur toi, jamais cassé un pot
Y'a qu'au lit qu'tu voulais que j'te serre, au lit j'cassais ton dos

T'avais trop d'insécurités et tu m'as mal imité
Parce que moi j't'aimais pour de vrai, pas pour voir des liquidités
Et j'sais que si j'étais pas Ashh, tu m'aurais jamais calculé
Si j'étais pas Ashh, t'aurais eu rien à raconter
T'as voulu salir mon nom, salir ma réputation
Brûler à vif tout c'que j'ai bâtit, t'as pas fait attention
Mais on connaît ton genre de gow
Ta maman est partie tôt, avec un autre
T'as regardé ton père se détruire, t'as jamais eu les mots
À BXL, on boit dans ce bar
Et t'en as marre de vivre chez moi
J't'ai dit ""si tu veux on se barre""
Et t'en a marre des filles autour de moi
Pour toi, j'suis qu'un rappeur, j'prends jamais tes peines à cœur
T'aimais trop nous faire la guerre, des fois tu m'appelais en pleurs
Sans raison, mais t'aimais le faire et tu voulais qu'on chante en cœur
À Amsterdam, j'ai compris, j'ai du te quitter comme ça

Et j'ai découvert que t'avais un Only Fans pffEmbed"
